Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1986 1 1 1 0 0 0.76 0.283652 1.04365 8.53328e+007 5.29693e+007 1.50248e+007 1.89386e+007 0.00612192 0.00612192 115940 115940 1 0.036 522401 18806.4 0 0 
1986 1 1 2 0 0 0.6 0.311169 0.911169 5.87977e+006 3.85854e+006 1.20066e+006 2.06275e+006 0.0097272 0.0097272 20064.7 20064.7 1 0.766 57193.7 43810.4 0 0 
1986 1 1 3 0 0 0.42 0.249469 0.669469 260996 190257 47463.1 160842 0.0124354 0.0124354 2000.13 2000.13 1 1 3245.58 3245.58 0 0 
1986 1 1 4 0 0 0.36 0.249469 0.609469 713477 534240 133276 0 0.0159119 0.0159119 0 0 1 1 11352.8 11352.8 0 0 
1986 2 1 0 0 0 1.34 0.0755415 1.41554 5.11087e+008 2.73392e+008 2.06524e+007 7.96453e+006 0.00401849 0.00401849 32005.4 32005.4 1 0 2.0538e+006 0 0 0 
1986 2 1 1 0 0 0.6 0.135062 0.735062 3.00514e+007 2.12805e+007 2.87418e+006 7.98688e+006 0.0126501 0.0126501 101035 101035 1 0.036 380154 13685.5 0 0 
1986 2 1 2 0 0 0.47 0.148164 0.618164 2.36398e+006 1.76321e+006 261245 533151 0.0210498 0.0210498 11222.7 11222.7 1 0.766 49761.5 38117.3 0 0 
1986 2 1 3 0 0 0.37 0.118785 0.488785 133625 105697 12555.3 2472 0.018856 0.018856 46.612 46.612 1 1 2519.62 2519.62 0 0 
1986 2 1 4 0 0 0.35 0.118785 0.468785 387874 309646 36781.4 0 0.020372 0.020372 0 0 1 1 7901.76 7901.76 0 0 
1987 1 1 1 0 0 0.75 0.572504 1.3225 1.24089e+008 6.88264e+007 3.94034e+007 3.37598e+007 0.00642898 0.00642898 217041 217041 1 0.036 797765 28719.5 0 0 
1987 1 1 2 0 0 0.6 0.628043 1.22804 1.44089e+007 8.29697e+006 5.21085e+006 1.40202e+007 0.0116638 0.0116638 163529 163529 1 0.766 168062 128736 0 0 
1987 1 1 3 0 0 0.42 0.503511 0.923511 1.27403e+006 831699 418770 453114 0.0204766 0.0204766 9278.22 9278.22 1 1 26087.7 26087.7 0 0 
1987 1 1 4 0 0 0.36 0.503511 0.863511 324678 217448 109487 199797 0.0224777 0.0224777 4490.97 4490.97 1 1 7298.01 7298.01 0 0 
1987 2 1 0 0 0 1.43 0.00109788 1.4311 1.1672e+008 6.20633e+007 68138.3 5156 0.00690042 0.00690042 35.5786 35.5786 1 0 805418 0 0 0 
1987 2 1 1 0 0 0.57 0.00196292 0.571963 3.30656e+007 2.51814e+007 49429.2 65133 0.0127681 0.0127681 831.624 831.624 1 0.036 422185 15198.7 0 0 
1987 2 1 2 0 0 0.44 0.00215335 0.442153 4.21986e+006 3.4105e+006 7344 4402 0.0203888 0.0203888 89.7517 89.7517 1 0.766 86038.1 65905.2 0 0 
1987 2 1 3 0 0 0.35 0.00172637 0.351726 505945 426543 736.372 0 0.0315782 0.0315782 0 0 1 1 15976.8 15976.8 0 0 
1987 2 1 4 0 0 0.34 0.00172637 0.341726 136910 115969 200.205 0 0.0296158 0.0296158 0 0 1 1 4054.7 4054.7 0 0 
1988 1 1 1 0 0 0.71 0.681826 1.39183 2.79015e+007 1.50627e+007 1.02701e+007 6.58391e+006 0.00511373 0.00511373 33668.3 33668.3 1 0.036 142681 5136.51 0 0 
1988 1 1 2 0 0 0.57 0.747972 1.31797 1.86628e+007 1.03699e+007 7.75636e+006 1.73206e+007 0.0130874 0.0130874 226682 226682 1 0.766 244247 187093 0 0 
1988 1 1 3 0 0 0.39 0.599659 0.989659 2.7119e+006 1.72168e+006 1.03242e+006 893461 0.0230178 0.0230178 20565.5 20565.5 1 1 62421.9 62421.9 0 0 
1988 1 1 4 0 0 0.35 0.599659 0.949659 453199 292598 175459 19296 0.0361685 0.0361685 697.908 697.908 1 1 16391.5 16391.5 0 0 
1988 2 1 0 0 0 1.54 0.0510693 1.59107 3.59493e+008 1.79918e+008 9.18826e+006 8.76886e+006 0.00408872 0.00408872 35853.4 35853.4 1 0 1.46987e+006 0 0 0 
1988 2 1 1 0 0 0.58 0.0913076 0.671308 6.93691e+006 5.05263e+006 461344 852565 0.00642828 0.00642828 5480.52 5480.52 1 0.036 44592.3 1605.32 0 0 
1988 2 1 2 0 0 0.43 0.100166 0.530166 4.99561e+006 3.87738e+006 388380 233220 0.0160827 0.0160827 3750.81 3750.81 1 0.766 80343.1 61542.8 0 0 
1988 2 1 3 0 0 0.35 0.0803041 0.430304 1.00802e+006 819174 65783 143977 0.0224875 0.0224875 3237.68 3237.68 1 1 22667.9 22667.9 0 0 
1988 2 1 4 0 0 0.34 0.0803041 0.420304 175330 143147 11495.3 13414 0.0314608 0.0314608 422.015 422.015 1 1 5516.03 5516.03 0 0 
1989 1 1 1 0 0 0.68 0.857512 1.53751 7.32314e+007 3.73935e+007 3.20653e+007 4.70045e+007 0.00613012 0.00613012 288143 288143 1 0.036 448917 16161 0 0 
1989 1 1 2 0 0 0.55 0.940701 1.4907 3.54504e+006 1.84252e+006 1.73326e+006 1.8442e+006 0.0104668 0.0104668 19303 19303 1 0.766 37105.3 28422.6 0 0 
1989 1 1 3 0 0 0.39 0.754173 1.14417 2.93995e+006 1.75115e+006 1.32067e+006 2.80604e+006 0.0143234 0.0143234 40192.2 40192.2 1 1 42110.3 42110.3 0 0 
1989 1 1 4 0 0 0.36 0.754173 1.11417 770693 464705 350468 4091 0.0187797 0.0187797 76.8276 76.8276 1 1 14473.4 14473.4 0 0 
1989 2 1 0 0 0 1.33 0.00325824 1.33326 1.07048e+008 5.91244e+007 192641 159140 0.00478346 0.00478346 761.24 761.24 1 0 512058 0 0 0 
1989 2 1 1 0 0 0.49 0.00582545 0.495825 1.57385e+007 1.2409e+007 72288.1 190120 0.00930316 0.00930316 1768.72 1768.72 1 0.036 146418 5271.06 0 0 
1989 2 1 2 0 0 0.36 0.00639059 0.366391 798394 668472 4271.93 12901 0.0127297 0.0127297 164.226 164.226 1 0.766 10163.4 7785.13 0 0 
1989 2 1 3 0 0 0.33 0.00512342 0.335123 936338 795595 4076.17 0 0.0140224 0.0140224 0 0 1 1 13129.7 13129.7 0 0 
1989 2 1 4 0 0 0.32 0.00512342 0.325123 252931 215930 1106.3 0 0.0175215 0.0175215 0 0 1 1 4431.74 4431.74 0 0 
1990 1 1 1 0 0 0.63 0.422594 1.05259 2.82196e+007 1.74522e+007 7.3752e+006 9.3022e+006 0.00745268 0.00745268 69326.3 69326.3 1 0.036 210312 7571.22 0 0 
1990 1 1 2 0 0 0.49 0.463591 0.953591 9.58585e+006 6.17864e+006 2.86436e+006 2.79071e+006 0.00983297 0.00983297 27441 27441 1 0.766 94257.4 72201.1 0 0 
1990 1 1 3 0 0 0.34 0.371668 0.711668 553473 395992 147177 412858 0.015173 0.015173 6264.27 6264.27 1 1 8397.81 8397.81 0 0 
1990 1 1 4 0 0 0.31 0.371668 0.681668 852443 618044 229707 124997 0.0201785 0.0201785 2522.25 2522.25 1 1 17201 17201 0 0 
1990 2 1 0 0 0 1.28 0.0497235 1.32972 2.02684e+008 1.12101e+008 5.57408e+006 9.79264e+006 0.00438372 0.00438372 42928.2 42928.2 1 0 888510 0 0 0 
1990 2 1 1 0 0 0.48 0.0889014 0.568901 9.84951e+006 7.51139e+006 667773 1.37715e+006 0.00768936 0.00768936 10589.4 10589.4 1 0.036 75736.4 2726.51 0 0 
1990 2 1 2 0 0 0.35 0.0975259 0.447526 3.69395e+006 2.97804e+006 290436 285578 0.011205 0.011205 3199.89 3199.89 1 0.766 41390.6 31705.2 0 0 
1990 2 1 3 0 0 0.3 0.0781879 0.378188 271658 226196 17685.8 42584 0.0165489 0.0165489 704.718 704.718 1 1 4495.64 4495.64 0 0 
1990 2 1 4 0 0 0.29 0.0781879 0.368188 431142 360678 28200.7 12527 0.0197684 0.0197684 247.638 247.638 1 1 8522.98 8522.98 0 0 
1991 1 1 1 0 0 0.63 0.537005 1.167 5.36201e+007 3.16437e+007 1.69928e+007 2.40087e+007 0.00732518 0.00732518 175868 175868 1 0.036 392777 14140 0 0 
1991 1 1 2 0 0 0.49 0.589101 1.0791 5.57627e+006 3.41107e+006 2.00947e+006 1.39065e+006 0.0114452 0.0114452 15916.2 15916.2 1 0.766 63821.5 48887.2 0 0 
1991 1 1 3 0 0 0.33 0.47229 0.80229 2.3612e+006 1.62369e+006 766854 526003 0.0363807 0.0363807 19136.3 19136.3 1 1 85902 85902 0 0 
1991 1 1 4 0 0 0.3 0.47229 0.77229 484458 337517 159406 184169 0.0263288 0.0263288 4848.95 4848.95 1 1 12755.2 12755.2 0 0 
1991 2 1 0 0 0 1.22 0.0394176 1.25942 1.23578e+008 7.02741e+007 2.77003e+006 1.44423e+007 0.00367053 0.00367053 53011.1 53011.1 1 0 453599 0 0 0 
1991 2 1 1 0 0 0.47 0.0704753 0.540475 1.66918e+007 1.28948e+007 908765 942074 0.00567683 0.00567683 5347.99 5347.99 1 0.036 94756.7 3411.24 0 0 
1991 2 1 2 0 0 0.35 0.0773122 0.427312 1.89538e+006 1.54243e+006 119249 30405 0.0137562 0.0137562 418.257 418.257 1 0.766 26073.2 19972.1 0 0 
1991 2 1 3 0 0 0.29 0.0619823 0.351982 1.05853e+006 892299 55306.7 8715 0.0275023 0.0275023 239.683 239.683 1 1 29112 29112 0 0 
1991 2 1 4 0 0 0.28 0.0619823 0.341982 223797 189543 11748.3 3176 0.0163265 0.0163265 51.8531 51.8531 1 1 3653.84 3653.84 0 0 
1992 1 1 1 0 0 0.65 0.258893 0.908893 3.50739e+007 2.30392e+007 5.96469e+006 7.10008e+006 0.0061062 0.0061062 43354.5 43354.5 1 0.036 214168 7710.06 0 0 
1992 1 1 2 0 0 0.49 0.284009 0.774009 9.72252e+006 6.7685e+006 1.92231e+006 2.86215e+006 0.0103106 0.0103106 29510.5 29510.5 1 0.766 100245 76787.6 0 0 
