Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1989 2 1 4 0 0 0.32 0.00501832 0.325018 266945 227906 1143.7 0 0.0175215 0.0175215 0 0 1 1 4677.28 4677.28 0 0 
1990 1 1 1 0 0 0.63 0.421882 1.05188 2.8123e+007 1.73976e+007 7.33972e+006 9.3022e+006 0.00745268 0.00745268 69326.3 69326.3 1 0.036 209592 7545.3 0 0 
1990 1 1 2 0 0 0.49 0.460855 0.950855 9.61551e+006 6.20492e+006 2.85957e+006 2.79071e+006 0.00983297 0.00983297 27441 27441 1 0.766 94549.1 72424.6 0 0 
1990 1 1 3 0 0 0.34 0.364768 0.704768 555778 398854 145489 412858 0.015173 0.015173 6264.27 6264.27 1 1 8432.8 8432.8 0 0 
1990 1 1 4 0 0 0.31 0.364768 0.674768 875641 636811 232288 124997 0.0201785 0.0201785 2522.25 2522.25 1 1 17669.1 17669.1 0 0 
1990 2 1 0 0 0 1.28 0.0497305 1.32973 2.04871e+008 1.13311e+008 5.63501e+006 9.79264e+006 0.00438372 0.00438372 42928.2 42928.2 1 0 898099 0 0 0 
1990 2 1 1 0 0 0.48 0.088575 0.568575 9.82279e+006 7.49211e+006 663614 1.37715e+006 0.00768936 0.00768936 10589.4 10589.4 1 0.036 75530.9 2719.11 0 0 
1990 2 1 2 0 0 0.35 0.0967575 0.446757 3.71553e+006 2.9965e+006 289934 285578 0.011205 0.011205 3199.89 3199.89 1 0.766 41632.4 31890.5 0 0 
1990 2 1 3 0 0 0.3 0.0765839 0.376584 274678 228883 17528.7 42584 0.0165489 0.0165489 704.718 704.718 1 1 4545.62 4545.62 0 0 
1990 2 1 4 0 0 0.29 0.0765839 0.366584 445942 373340 28591.8 12527 0.0197684 0.0197684 247.638 247.638 1 1 8815.53 8815.53 0 0 
1991 1 1 1 0 0 0.63 0.5361 1.1661 5.41984e+007 3.19967e+007 1.71534e+007 2.40087e+007 0.00732518 0.00732518 175868 175868 1 0.036 397013 14292.5 0 0 
1991 1 1 2 0 0 0.49 0.585624 1.07562 5.56296e+006 3.4078e+006 1.99569e+006 1.39065e+006 0.0114452 0.0114452 15916.2 15916.2 1 0.766 63669.1 48770.5 0 0 
1991 1 1 3 0 0 0.33 0.463523 0.793523 2.37682e+006 1.64067e+006 760488 526003 0.0363807 0.0363807 19136.3 19136.3 1 1 86470.4 86470.4 0 0 
1991 1 1 4 0 0 0.3 0.463523 0.763523 497566 347978 161296 184169 0.0263288 0.0263288 4848.95 4848.95 1 1 13100.3 13100.3 0 0 
1991 2 1 0 0 0 1.22 0.0394231 1.25942 1.2358e+008 7.02751e+007 2.77046e+006 1.44423e+007 0.00367053 0.00367053 53011.1 53011.1 1 0 453606 0 0 0 
1991 2 1 1 0 0 0.47 0.0702165 0.540216 1.68871e+007 1.30472e+007 916130 942074 0.00567683 0.00567683 5347.99 5347.99 1 0.036 95865.4 3451.16 0 0 
1991 2 1 2 0 0 0.35 0.0767031 0.426703 1.89744e+006 1.54454e+006 118471 30405 0.0137562 0.0137562 418.257 418.257 1 0.766 26101.5 19993.8 0 0 
1991 2 1 3 0 0 0.29 0.0607107 0.350711 1.07492e+006 906654 55043.6 8715 0.0275023 0.0275023 239.683 239.683 1 1 29562.7 29562.7 0 0 
1991 2 1 4 0 0 0.28 0.0607107 0.340711 231876 196504 11929.9 3176 0.0163265 0.0163265 51.8531 51.8531 1 1 3785.74 3785.74 0 0 
1992 1 1 1 0 0 0.65 0.258456 0.908456 3.50743e+007 2.30437e+007 5.9558e+006 7.10008e+006 0.0061062 0.0061062 43354.5 43354.5 1 0.036 214171 7710.14 0 0 
1992 1 1 2 0 0 0.49 0.282332 0.772332 9.83882e+006 6.85447e+006 1.93524e+006 2.86215e+006 0.0103106 0.0103106 29510.5 29510.5 1 0.766 101444 77706.2 0 0 
1992 1 1 3 0 0 0.33 0.223467 0.553467 1.23838e+006 951039 212526 342206 0.0146831 0.0146831 5024.65 5024.65 1 1 18183.2 18183.2 0 0 
1992 1 1 4 0 0 0.3 0.223467 0.523467 921867 717705 160383 214730 0.0230286 0.0230286 4944.94 4944.94 1 1 21229.4 21229.4 0 0 
1992 2 1 0 0 0 1.19 0.00329412 1.19329 2.63839e+008 1.54059e+008 507489 525419 0.0046382 0.0046382 2437 2437 1 0 1.22374e+006 0 0 0 
1992 2 1 1 0 0 0.52 0.00586715 0.525867 1.41401e+007 1.09965e+007 64517.9 87265 0.0134376 0.0134376 1172.63 1172.63 1 0.036 190008 6840.29 0 0 
1992 2 1 2 0 0 0.39 0.00640915 0.396409 4.54489e+006 3.75218e+006 24048.3 8410 0.0267209 0.0267209 224.723 224.723 1 0.766 121443 93025.7 0 0 
1992 2 1 3 0 0 0.29 0.00507286 0.295073 712009 616575 3127.8 3362 0.028742 0.028742 96.6307 96.6307 1 1 20464.6 20464.6 0 0 
1992 2 1 4 0 0 0.29 0.00507286 0.295073 546172 472966 2399.29 728 0.0309314 0.0309314 22.5181 22.5181 1 1 16893.9 16893.9 0 0 
1993 1 1 1 0 0 0.67 0.445696 1.1157 8.00016e+007 4.82086e+007 2.14864e+007 1.51638e+007 0.00577626 0.00577626 87590.2 87590.2 1 0.036 462110 16635.9 0 0 
1993 1 1 2 0 0 0.51 0.486869 0.996869 8.35738e+006 5.28979e+006 2.57544e+006 558458 0.0163847 0.0163847 9150.15 9150.15 1 0.766 136933 104891 0 0 
1993 1 1 3 0 0 0.35 0.385359 0.735359 3.05749e+006 2.16484e+006 834239 211339 0.0178928 0.0178928 3781.45 3781.45 1 1 54707.1 54707.1 0 0 
1993 1 1 4 0 0 0.33 0.385359 0.715359 936688 669079 257835 1.33609e+006 0.0232962 0.0232962 31125.8 31125.8 1 1 21821.3 21821.3 0 0 
1993 2 1 0 0 0 1.14 0.0415838 1.18158 1.92969e+008 1.13211e+008 4.70772e+006 9.66291e+006 0.00347367 0.00347367 33565.8 33565.8 1 0 670313 0 0 0 
1993 2 1 1 0 0 0.52 0.0740648 0.594065 2.62155e+007 1.97663e+007 1.46399e+006 850927 0.00733712 0.00733712 6243.35 6243.35 1 0.036 192346 6924.46 0 0 
1993 2 1 2 0 0 0.4 0.0809069 0.480907 3.08415e+006 2.44841e+006 198094 154686 0.0167194 0.0167194 2586.26 2586.26 1 0.766 51565.2 39498.9 0 0 
1993 2 1 3 0 0 0.32 0.0640381 0.384038 1.46556e+006 1.21696e+006 77931.6 70612 0.0208143 0.0208143 1469.74 1469.74 1 1 30504.6 30504.6 0 0 
1993 2 1 4 0 0 0.31 0.0640381 0.374038 458056 382143 24471.7 12195 0.0223966 0.0223966 273.126 273.126 1 1 10258.9 10258.9 0 0 
1994 1 1 1 0 0 0.69 0.497726 1.18773 5.92015e+007 3.46462e+007 1.72443e+007 2.37416e+007 0.00607808 0.00607808 144303 144303 1 0.036 359831 12953.9 0 0 
1994 1 1 2 0 0 0.53 0.543706 1.07371 1.4473e+007 8.87301e+006 4.82431e+006 4.81775e+006 0.0145701 0.0145701 70195.2 70195.2 1 0.766 210873 161529 0 0 
1994 1 1 3 0 0 0.36 0.430345 0.790345 1.90669e+006 1.31797e+006 567180 938476 0.020636 0.020636 19366.3 19366.3 1 1 39346.4 39346.4 0 0 
1994 1 1 4 0 0 0.34 0.430345 0.770345 1.31332e+006 915752 394089 386452 0.0211218 0.0211218 8162.58 8162.58 1 1 27739.7 27739.7 0 0 
1994 2 1 0 0 0 1.11 0.0156913 1.12569 1.82713e+008 1.09653e+008 1.72061e+006 0 0.00355205 0.00355205 0 0 1 0 649007 0 0 0 
1994 2 1 1 0 0 0.58 0.0279478 0.607948 1.80514e+007 1.35258e+007 378017 614909 0.0129762 0.0129762 7979.17 7979.17 1 0.036 234238 8432.56 0 0 
1994 2 1 2 0 0 0.46 0.0305296 0.49053 4.946e+006 3.90915e+006 119345 684228 0.0208401 0.0208401 14259.4 14259.4 1 0.766 103075 78955.5 0 0 
1994 2 1 3 0 0 0.34 0.0241643 0.364164 865043 725033 17519.9 77945 0.0351862 0.0351862 2742.59 2742.59 1 1 30437.6 30437.6 0 0 
1994 2 1 4 0 0 0.32 0.0241643 0.344164 607874 514305 12427.8 10064 0.0271307 0.0271307 273.044 273.044 1 1 16492.1 16492.1 0 0 
1995 1 1 1 0 0 0.71 0.405066 1.11507 5.92773e+007 3.57294e+007 1.44728e+007 2.50371e+007 0.00556302 0.00556302 139282 139282 1 0.036 329761 11871.4 0 0 
1995 1 1 2 0 0 0.56 0.442485 1.00249 9.82837e+006 6.20627e+006 2.74618e+006 1.89381e+006 0.00974284 0.00974284 18451.1 18451.1 1 0.766 95756.3 73349.3 0 0 
1995 1 1 3 0 0 0.41 0.350228 0.760228 3.02845e+006 2.12103e+006 742845 238187 0.0138145 0.0138145 3290.44 3290.44 1 1 41836.5 41836.5 0 0 
1995 1 1 4 0 0 0.38 0.350228 0.730228 1.03188e+006 732267 256461 155747 0.0164799 0.0164799 2566.69 2566.69 1 1 17005.3 17005.3 0 0 
1995 2 1 0 0 0 1.01 0.00711954 1.01712 1.47135e+008 9.2345e+007 657454 1.02014e+006 0.00471425 0.00471425 4809.2 4809.2 1 0 693632 0 0 0 
1995 2 1 1 0 0 0.55 0.0126806 0.562681 1.94367e+007 1.48645e+007 188491 483714 0.00819298 0.00819298 3963.06 3963.06 1 0.036 159244 5732.79 0 0 
1995 2 1 2 0 0 0.45 0.013852 0.463852 3.60668e+006 2.88583e+006 39974.6 78009 0.0102165 0.0102165 796.978 796.978 1 0.766 36847.6 28225.3 0 0 
1995 2 1 3 0 0 0.35 0.0109639 0.360964 1.41598e+006 1.18858e+006 13031.6 12661 0.0136509 0.0136509 172.834 172.834 1 1 19329.4 19329.4 0 0 
1995 2 1 4 0 0 0.34 0.0109639 0.350964 497159 419287 4597.03 17071 0.0161155 0.0161155 275.107 275.107 1 1 8011.95 8011.95 0 0 
1996 1 1 1 0 0 0.66 0.355067 1.01507 5.32093e+007 3.34238e+007 1.18677e+007 4.3192e+006 0.00879351 0.00879351 37980.9 37980.9 1 0.036 467896 16844.3 0 0 
1996 1 1 2 0 0 0.53 0.387868 0.917868 1.10727e+007 7.24569e+006 2.81037e+006 3.39364e+006 0.0133054 0.0133054 45153.6 45153.6 1 0.766 147326 112852 0 0 
1996 1 1 3 0 0 0.39 0.306999 0.696999 2.26809e+006 1.63329e+006 501418 464830 0.0260509 0.0260509 12109.3 12109.3 1 1 59085.8 59085.8 0 0 
1996 1 1 4 0 0 0.36 0.306999 0.666999 1.33695e+006 975660 299526 398636 0.0384783 0.0384783 15338.8 15338.8 1 1 51443.5 51443.5 0 0 
1996 2 1 0 0 0 0.99 0.0426818 1.03268 7.77215e+008 4.84648e+008 2.06856e+007 6.26264e+006 0.00248953 0.00248953 15591 15591 1 0 1.9349e+006 0 0 0 
1996 2 1 1 0 0 0.57 0.0760206 0.646021 1.92819e+007 1.42034e+007 1.07975e+006 3.11138e+006 0.00804549 0.00804549 25032.6 25032.6 1 0.036 155132 5584.76 0 0 
1996 2 1 2 0 0 0.47 0.0830433 0.553043 4.42209e+006 3.39669e+006 282073 96913 0.0140038 0.0140038 1357.15 1357.15 1 0.766 61926 47435.3 0 0 
1996 2 1 3 0 0 0.36 0.065729 0.425729 1.12968e+006 919995 60470.4 32879 0.0157473 0.0157473 517.757 517.757 1 1 17789.5 17789.5 0 0 
1996 2 1 4 0 0 0.35 0.065729 0.415729 686184 561422 36901.7 247648 0.023997 0.023997 5942.82 5942.82 1 1 16466.4 16466.4 0 0 
1997 1 1 1 0 0 0.64 0.665215 1.30521 2.76728e+008 1.54536e+008 1.028e+008 6.68562e+007 0.00522665 0.00522665 349434 349434 1 0.036 1.44636e+006 52068.9 0 0 
1997 1 1 2 0 0 0.52 0.726667 1.24667 1.01062e+007 5.77622e+006 4.19739e+006 2.9118e+006 0.010111 0.010111 29441.3 29441.3 1 0.766 102184 78272.7 0 0 
1997 1 1 3 0 0 0.4 0.575159 0.975159 2.54357e+006 1.62467e+006 934442 606997 0.0137351 0.0137351 8337.19 8337.19 1 1 34936.3 34936.3 0 0 
1997 1 1 4 0 0 0.38 0.575159 0.955159 1.1908e+006 767033 441166 194194 0.0182619 0.0182619 3546.34 3546.34 1 1 21746.2 21746.2 0 0 
1997 2 1 0 0 0 0.9 0.0656698 0.96567 6.25943e+007 4.0141e+007 2.63605e+006 2.97527e+006 0.002919 0.002919 8684.79 8684.79 1 0 182713 0 0 0 
1997 2 1 1 0 0 0.53 0.116964 0.646964 7.50249e+007 5.52417e+007 6.46131e+006 1.03879e+007 0.00669439 0.00669439 69540.9 69540.9 1 0.036 502246 18080.8 0 0 
1997 2 1 2 0 0 0.43 0.12777 0.55777 2.90513e+006 2.2267e+006 284505 134153 0.0102162 0.0102162 1370.54 1370.54 1 0.766 29679.5 22734.5 0 0 
1997 2 1 3 0 0 0.38 0.10113 0.48113 959263 761452 77005.6 12655 0.0142418 0.0142418 180.23 180.23 1 1 13661.7 13661.7 0 0 
1997 2 1 4 0 0 0.36 0.10113 0.46113 458161 367051 37119.8 9368 0.0144352 0.0144352 135.229 135.229 1 1 6613.63 6613.63 0 0 
1998 1 1 1 0 0 0.63 0.787784 1.41778 2.38314e+007 1.2737e+007 1.0034e+007 3.95389e+006 0.00495911 0.00495911 19607.8 19607.8 1 0.036 118183 4254.57 0 0 
1998 1 1 2 0 0 0.49 0.860559 1.35056 3.92855e+007 2.15517e+007 1.85465e+007 2.81367e+007 0.0100695 0.0100695 283323 283323 1 0.766 395586 303019 0 0 
1998 1 1 3 0 0 0.38 0.681135 1.06114 1.66314e+006 1.02493e+006 698116 2.55289e+006 0.0136805 0.0136805 34924.8 34924.8 1 1 22752.6 22752.6 0 0 
1998 1 1 4 0 0 0.35 0.681135 1.03114 881808 550223 374776 290096 0.0202764 0.0202764 5882.1 5882.1 1 1 17879.9 17879.9 0 0 
1998 2 1 0 0 0 0.97 0.139557 1.10956 9.41395e+007 5.68706e+007 7.9367e+006 3.01361e+007 0.00318996 0.00318996 96132.8 96132.8 1 0 300301 0 0 0 
1998 2 1 1 0 0 0.51 0.248565 0.758565 5.77317e+006 4.04629e+006 1.00577e+006 992451 0.00703464 0.00703464 6981.53 6981.53 1 0.036 40612.1 1462.04 0 0 
1998 2 1 2 0 0 0.41 0.271527 0.681527 1.01787e+007 7.38028e+006 2.00395e+006 740255 0.0151749 0.0151749 11233.3 11233.3 1 0.766 154461 118317 0 0 
1998 2 1 3 0 0 0.36 0.214915 0.574915 575551 437731 94074.9 192391 0.0173239 0.0173239 3332.97 3332.97 1 1 9970.82 9970.82 0 0 
1998 2 1 4 0 0 0.33 0.214915 0.544915 314455 242433 52102.4 31983 0.0207258 0.0207258 662.874 662.874 1 1 6517.33 6517.33 0 0 
1999 1 1 1 0 0 0.73 0.562955 1.29295 3.10382e+007 1.74171e+007 9.80504e+006 5.18218e+006 0.00735028 0.00735028 38090.5 38090.5 1 0.036 228140 8213.04 0 0 
1999 1 1 2 0 0 0.54 0.896871 1.43687 2.70379e+006 1.43449e+006 1.28655e+006 1.55357e+006 0.0100665 0.0100665 15638.9 15638.9 1 0.766 27217.6 20848.7 0 0 
1999 1 1 3 0 0 0.36 0.887741 1.24774 5.14883e+006 2.94158e+006 2.61136e+006 1.97927e+006 0.0141363 0.0141363 27979.7 27979.7 1 1 72785.5 72785.5 0 0 
1999 1 1 4 0 0 0.33 0.887741 1.21774 506242 292711 259852 421461 0.026348 0.026348 11104.7 11104.7 1 1 13338.5 13338.5 0 0 
1999 2 1 0 0 0 1.04 0.152501 1.1925 1.20129e+008 7.01675e+007 1.07006e+007 6.4435e+006 0.00866435 0.00866435 55828.7 55828.7 1 0 1.04084e+006 0 0 0 
1999 2 1 1 0 0 0.58 0.24673 0.82673 8.51871e+006 5.79629e+006 1.43012e+006 1.83535e+006 0.0145334 0.0145334 26673.8 26673.8 1 0.036 123806 4457.01 0 0 
1999 2 1 2 0 0 0.47 0.393077 0.863077 642611 430458 169203 118026 0.0194472 0.0194472 2295.28 2295.28 1 0.766 12497 9572.71 0 0 
1999 2 1 3 0 0 0.33 0.389076 0.719076 1.4785e+006 1.05437e+006 410230 400916 0.0210585 0.0210585 8442.68 8442.68 1 1 31134.9 31134.9 0 0 
1999 2 1 4 0 0 0.3 0.389076 0.689076 149796 108250 42117.5 169073 0.030749 0.030749 5198.83 5198.83 1 1 4606.08 4606.08 0 0 
2000 1 1 1 0 0 0.8 0.710011 1.51001 3.64547e+007 1.88088e+007 1.33545e+007 1.87928e+007 0.00686652 0.00686652 129041 129041 1 0.036 250317 9011.39 0 0 
2000 1 1 2 0 0 0.61 1.13115 1.74115 3.72675e+006 1.76514e+006 1.99664e+006 3.28627e+006 0.0105228 0.0105228 34580.6 34580.6 1 0.766 39215.7 30039.2 0 0 
2000 1 1 3 0 0 0.42 1.11964 1.53964 271093 138315 154863 541129 0.0152704 0.0152704 8263.25 8263.25 1 1 4139.7 4139.7 0 0 
2000 1 1 4 0 0 0.39 1.11964 1.50964 795532 410514 459627 533035 0.0204507 0.0204507 10900.9 10900.9 1 1 16269.2 16269.2 0 0 
2000 2 1 0 0 0 1.12 0.00401724 1.12402 1.25457e+008 7.53429e+007 302671 0 0.00518988 0.00518988 0 0 1 0 651104 0 0 0 
2000 2 1 1 0 0 0.65 0.00649947 0.656499 8.05311e+006 5.90443e+006 38375.6 343747 0.0108453 0.0108453 3728.05 3728.05 1 0.036 87338.7 3144.19 0 0 
2000 2 1 2 0 0 0.55 0.0103546 0.560355 653366 500201 5179.39 3749 0.0173743 0.0173743 65.1362 65.1362 1 0.766 11351.8 8695.46 0 0 
2000 2 1 3 0 0 0.39 0.0102492 0.400249 58138.3 47912 491.06 1421 0.023737 0.023737 33.7302 33.7302 1 1 1380.03 1380.03 0 0 
2000 2 1 4 0 0 0.37 0.0102492 0.380249 175805 146242 1498.87 8735 0.0256454 0.0256454 224.013 224.013 1 1 4508.58 4508.58 0 0 
2001 1 1 1 0 0 0.82 0.296043 1.11604 4.07698e+007 2.45642e+007 7.27205e+006 5.32714e+006 0.00681582 0.00681582 36308.8 36308.8 1 0.036 277880 10003.7 0 0 
2001 1 1 2 0 0 0.66 0.47164 1.13164 4.17686e+006 2.50062e+006 1.17939e+006 991940 0.0136568 0.0136568 13546.7 13546.7 1 0.766 57042.6 43694.6 0 0 
2001 1 1 3 0 0 0.49 0.466839 0.956839 373076 240141 112107 163012 0.0178215 0.0178215 2905.11 2905.11 1 1 6648.77 6648.77 0 0 
2001 1 1 4 0 0 0.45 0.466839 0.916839 159158 104194 48642 160096 0.0232335 0.0232335 3719.59 3719.59 1 1 3697.79 3697.79 0 0 
2001 2 1 0 0 0 1.19 0.158063 1.34806 1.18117e+008 6.48614e+007 1.02522e+007 1.82627e+007 0.00555258 0.00555258 101405 101405 1 0 655856 0 0 0 
2001 2 1 1 0 0 0.78 0.255729 1.03573 1.33551e+007 8.31732e+006 2.12698e+006 3.96802e+006 0.00893764 0.00893764 35464.8 35464.8 1 0.036 119363 4297.08 0 0 
2001 2 1 2 0 0 0.67 0.407414 1.07741 1.34705e+006 824581 335946 9186 0.0159635 0.0159635 146.641 146.641 1 0.766 21503.7 16471.8 0 0 
2001 2 1 3 0 0 0.51 0.403267 0.913267 143301 93955.8 37889.3 2437 0.0158855 0.0158855 38.713 38.713 1 1 2276.4 2276.4 0 0 
2001 2 1 4 0 0 0.49 0.403267 0.893267 63628.1 42074.9 16967.4 5818 0.0254591 0.0254591 148.121 148.121 1 1 1619.91 1619.91 0 0 
2002 1 1 1 0 0 0.84 0.441519 1.28152 3.06802e+007 1.72942e+007 7.63574e+006 9.07515e+006 0.00808755 0.00808755 73395.7 73395.7 1 0.036 248127 8932.58 0 0 
2002 1 1 2 0 0 0.72 0.703406 1.42341 4.74063e+006 2.5282e+006 1.77835e+006 2.6805e+006 0.0127178 0.0127178 34090.1 34090.1 1 0.766 60290.4 46182.5 0 0 
2002 1 1 3 0 0 0.58 0.696246 1.27625 458637 259072 180378 387226 0.0146254 0.0146254 5663.34 5663.34 1 1 6707.76 6707.76 0 0 
2002 1 1 4 0 0 0.54 0.696246 1.23625 83537.8 47945.5 33381.8 135214 0.0192277 0.0192277 2599.86 2599.86 1 1 1606.24 1606.24 0 0 
2002 2 1 0 0 0 1.22 0 1.22 2.8133e+007 1.62519e+007 0 0 0.00944091 0.00944091 0 0 1 0 265601 0 0 0 
2002 2 1 1 0 0 0.8 0 0.8 8.51728e+006 5.86277e+006 0 20983 0.0197288 0.0197288 413.969 413.969 1 0.036 168036 6049.28 0 0 
2002 2 1 2 0 0 0.67 0 0.67 1.14198e+006 832268 0 2940 0.0316056 0.0316056 92.9205 92.9205 1 0.766 36093 27647.2 0 0 
2002 2 1 3 0 0 0.63 0 0.63 127998 94963.9 0 972 0.04318 0.04318 41.9709 41.9709 1 1 5526.95 5526.95 0 0 
2002 2 1 4 0 0 0.61 0 0.61 24265.5 18165.3 0 0 0.0466516 0.0466516 0 0 1 1 1132.02 1132.02 0 0 
2003 1 1 1 0 0 0.83 0.219005 1.049 8.30571e+006 5.14424e+006 1.12661e+006 939264 0.00530455 0.00530455 4982.37 4982.37 1 0.036 44058 1586.09 0 0 
2003 1 1 2 0 0 0.72 0.348907 1.06891 3.82706e+006 2.35092e+006 820252 807536 0.014609 0.014609 11797.3 11797.3 1 0.766 55909.4 42826.6 0 0 
