Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1994 2 1 1 0 0 0.58 0.0279971 0.607997 1.81164e+007 1.35742e+007 380040 614909 0.0129762 0.0129762 7979.17 7979.17 1 0.036 235082 8462.93 0 0 
1994 2 1 2 0 0 0.46 0.0305063 0.490506 4.97385e+006 3.93121e+006 119927 684228 0.0208401 0.0208401 14259.4 14259.4 1 0.766 103656 79400.1 0 0 
1994 2 1 3 0 0 0.34 0.0238566 0.363857 869242 728657 17383.3 77945 0.0351862 0.0351862 2742.59 2742.59 1 1 30585.3 30585.3 0 0 
1994 2 1 4 0 0 0.32 0.0238566 0.343857 618386 523274 12483.5 10064 0.0271307 0.0271307 273.044 273.044 1 1 16777.3 16777.3 0 0 
1995 1 1 1 0 0 0.71 0.405385 1.11538 5.94354e+007 3.582e+007 1.45209e+007 2.50371e+007 0.00556302 0.00556302 139282 139282 1 0.036 330640 11903 0 0 
1995 1 1 2 0 0 0.56 0.441716 1.00172 9.86329e+006 6.23032e+006 2.75203e+006 1.89381e+006 0.00974284 0.00974284 18451.1 18451.1 1 0.766 96096.5 73609.9 0 0 
1995 1 1 3 0 0 0.41 0.345431 0.755431 3.04557e+006 2.1375e+006 738361 238187 0.0138145 0.0138145 3290.44 3290.44 1 1 42073.1 42073.1 0 0 
1995 1 1 4 0 0 0.38 0.345431 0.725431 1.04257e+006 741414 256108 155747 0.0164799 0.0164799 2566.69 2566.69 1 1 17181.4 17181.4 0 0 
1995 2 1 0 0 0 1.01 0.00712372 1.01712 1.46331e+008 9.18403e+007 654245 1.02014e+006 0.00471425 0.00471425 4809.2 4809.2 1 0 689842 0 0 0 
1995 2 1 1 0 0 0.55 0.012703 0.562703 1.94823e+007 1.48993e+007 189265 483714 0.00819298 0.00819298 3963.06 3963.06 1 0.036 159618 5746.24 0 0 
1995 2 1 2 0 0 0.45 0.0138415 0.463841 3.62228e+006 2.89832e+006 40117 78009 0.0102165 0.0102165 796.978 796.978 1 0.766 37007 28347.3 0 0 
1995 2 1 3 0 0 0.35 0.0108243 0.360824 1.43083e+006 1.20113e+006 13001.4 12661 0.0136509 0.0136509 172.834 172.834 1 1 19532.2 19532.2 0 0 
1995 2 1 4 0 0 0.34 0.0108243 0.350824 504724 425695 4607.85 17071 0.0161155 0.0161155 275.107 275.107 1 1 8133.86 8133.86 0 0 
1996 1 1 1 0 0 0.66 0.355347 1.01535 5.29183e+007 3.32371e+007 1.18107e+007 4.3192e+006 0.00879351 0.00879351 37980.9 37980.9 1 0.036 465338 16752.2 0 0 
1996 1 1 2 0 0 0.53 0.387194 0.917194 1.10984e+007 7.2646e+006 2.81281e+006 3.39364e+006 0.0133054 0.0133054 45153.6 45153.6 1 0.766 147668 113114 0 0 
1996 1 1 3 0 0 0.39 0.302794 0.692794 2.27792e+006 1.64343e+006 497620 464830 0.0260509 0.0260509 12109.3 12109.3 1 1 59341.9 59341.9 0 0 
1996 1 1 4 0 0 0.36 0.302794 0.662794 1.35282e+006 989089 299490 398636 0.0384783 0.0384783 15338.8 15338.8 1 1 52054 52054 0 0 
1996 2 1 0 0 0 0.99 0.0427069 1.03271 7.69886e+008 4.80073e+008 2.05024e+007 6.26264e+006 0.00248953 0.00248953 15591 15591 1 0 1.91665e+006 0 0 0 
1996 2 1 1 0 0 0.57 0.0761547 0.646155 1.91711e+007 1.4121e+007 1.07538e+006 3.11138e+006 0.00804549 0.00804549 25032.6 25032.6 1 0.036 154241 5552.66 0 0 
1996 2 1 2 0 0 0.47 0.0829799 0.55298 4.43535e+006 3.40698e+006 282711 96913 0.0140038 0.0140038 1357.15 1357.15 1 0.766 62111.8 47577.6 0 0 
1996 2 1 3 0 0 0.36 0.064892 0.424892 1.13936e+006 928238 60235.2 32879 0.0157473 0.0157473 517.757 517.757 1 1 17941.9 17941.9 0 0 
1996 2 1 4 0 0 0.35 0.064892 0.414892 697254 570701 37034 247648 0.023997 0.023997 5942.82 5942.82 1 1 16732 16732 0 0 
1997 1 1 1 0 0 0.64 0.665739 1.30574 2.74112e+008 1.53044e+008 1.01887e+008 6.68562e+007 0.00522665 0.00522665 349434 349434 1 0.036 1.43269e+006 51576.7 0 0 
1997 1 1 2 0 0 0.52 0.725404 1.2454 1.00467e+007 5.74515e+006 4.16756e+006 2.9118e+006 0.010111 0.010111 29441.3 29441.3 1 0.766 101583 77812.5 0 0 
1997 1 1 3 0 0 0.4 0.567281 0.967281 2.55136e+006 1.63505e+006 927532 606997 0.0137351 0.0137351 8337.19 8337.19 1 1 35043.3 35043.3 0 0 
1997 1 1 4 0 0 0.38 0.567281 0.947281 1.20544e+006 779045 441938 194194 0.0182619 0.0182619 3546.34 3546.34 1 1 22013.5 22013.5 0 0 
1997 2 1 0 0 0 0.9 0.0657084 0.965708 6.22498e+007 3.99194e+007 2.62304e+006 2.97527e+006 0.002919 0.002919 8684.79 8684.79 1 0 181707 0 0 0 
1997 2 1 1 0 0 0.53 0.117171 0.647171 7.42766e+007 5.46857e+007 6.40757e+006 1.03879e+007 0.00669439 0.00669439 69540.9 69540.9 1 0.036 497236 17900.5 0 0 
1997 2 1 2 0 0 0.43 0.127672 0.557672 2.8917e+006 2.21651e+006 282986 134153 0.0102162 0.0102162 1370.54 1370.54 1 0.766 29542.2 22629.4 0 0 
1997 2 1 3 0 0 0.38 0.0998421 0.479842 969811 770281 76906.5 12655 0.0142418 0.0142418 180.23 180.23 1 1 13811.9 13811.9 0 0 
1997 2 1 4 0 0 0.36 0.0998421 0.459842 467460 374724 37413.2 9368 0.0144352 0.0144352 135.229 135.229 1 1 6747.87 6747.87 0 0 
1998 1 1 1 0 0 0.63 0.788405 1.41841 2.36994e+007 1.26633e+007 9.98384e+006 3.95389e+006 0.00495911 0.00495911 19607.8 19607.8 1 0.036 117528 4231 0 0 
1998 1 1 2 0 0 0.49 0.859064 1.34906 3.88857e+007 2.13448e+007 1.83365e+007 2.81367e+007 0.0100695 0.0100695 283323 283323 1 0.766 391560 299935 0 0 
1998 1 1 3 0 0 0.38 0.671806 1.05181 1.65561e+006 1.02424e+006 688087 2.55289e+006 0.0136805 0.0136805 34924.8 34924.8 1 1 22649.6 22649.6 0 0 
1998 1 1 4 0 0 0.35 0.671806 1.02181 895344 560841 376776 290096 0.0202764 0.0202764 5882.1 5882.1 1 1 18154.4 18154.4 0 0 
1998 2 1 0 0 0 0.97 0.139639 1.10964 9.41161e+007 5.68546e+007 7.93912e+006 3.01361e+007 0.00318996 0.00318996 96132.8 96132.8 1 0 300226 0 0 0 
1998 2 1 1 0 0 0.51 0.249004 0.759004 5.73761e+006 4.0206e+006 1.00114e+006 992451 0.00703464 0.00703464 6981.53 6981.53 1 0.036 40362 1453.03 0 0 
1998 2 1 2 0 0 0.41 0.27132 0.68132 1.00902e+007 7.31677e+006 1.98519e+006 740255 0.0151749 0.0151749 11233.3 11233.3 1 0.766 153118 117288 0 0 
1998 2 1 3 0 0 0.36 0.212178 0.572178 578316 440379 93438.7 192391 0.0173239 0.0173239 3332.97 3332.97 1 1 10018.7 10018.7 0 0 
1998 2 1 4 0 0 0.33 0.212178 0.542178 322274 248771 52783.7 31983 0.0207258 0.0207258 662.874 662.874 1 1 6679.4 6679.4 0 0 
1999 1 1 1 0 0 0.73 0.576412 1.30641 3.1028e+007 1.73191e+007 9.98295e+006 5.18218e+006 0.00735028 0.00735028 38090.5 38090.5 1 0.036 228064 8210.32 0 0 
1999 1 1 2 0 0 0.54 0.882662 1.42266 2.68596e+006 1.43284e+006 1.26472e+006 1.55357e+006 0.0100665 0.0100665 15638.9 15638.9 1 0.766 27038.1 20711.2 0 0 
1999 1 1 3 0 0 0.36 0.855375 1.21538 5.10511e+006 2.95459e+006 2.52729e+006 1.97927e+006 0.0141363 0.0141363 27979.7 27979.7 1 1 72167.5 72167.5 0 0 
1999 1 1 4 0 0 0.33 0.855375 1.18538 513737 300937 257414 421461 0.026348 0.026348 11104.7 11104.7 1 1 13536 13536 0 0 
1999 2 1 0 0 0 1.04 0.14958 1.18958 1.20194e+008 7.02881e+007 1.05137e+007 6.4435e+006 0.00866435 0.00866435 55828.7 55828.7 1 0 1.0414e+006 0 0 0 
1999 2 1 1 0 0 0.58 0.250203 0.830203 8.40207e+006 5.70836e+006 1.42825e+006 1.83535e+006 0.0145334 0.0145334 26673.8 26673.8 1 0.036 122111 4395.98 0 0 
1999 2 1 2 0 0 0.47 0.383137 0.853137 647508 435593 166892 118026 0.0194472 0.0194472 2295.28 2295.28 1 0.766 12592.2 9645.66 0 0 
1999 2 1 3 0 0 0.33 0.371293 0.701293 1.51417e+006 1.08831e+006 404083 400916 0.0210585 0.0210585 8442.68 8442.68 1 1 31886.1 31886.1 0 0 
1999 2 1 4 0 0 0.3 0.371293 0.671293 157014 114365 42462.9 169073 0.030749 0.030749 5198.83 5198.83 1 1 4828.03 4828.03 0 0 
2000 1 1 1 0 0 0.8 0.726983 1.52698 3.6581e+007 1.87533e+007 1.36333e+007 1.87928e+007 0.00686652 0.00686652 129041 129041 1 0.036 251184 9042.63 0 0 
2000 1 1 2 0 0 0.61 1.11323 1.72323 3.66297e+006 1.74624e+006 1.94397e+006 3.28627e+006 0.0105228 0.0105228 34580.6 34580.6 1 0.766 38544.6 29525.2 0 0 
2000 1 1 3 0 0 0.42 1.07882 1.49882 275888 142950 154217 541129 0.0152704 0.0152704 8263.25 8263.25 1 1 4212.92 4212.92 0 0 
2000 1 1 4 0 0 0.39 1.07882 1.46882 831184 435621 469955 533035 0.0204507 0.0204507 10900.9 10900.9 1 1 16998.3 16998.3 0 0 
2000 2 1 0 0 0 1.12 0.00394031 1.12394 1.26242e+008 7.58172e+007 298744 0 0.00518988 0.00518988 0 0 1 0 655182 0 0 0 
2000 2 1 1 0 0 0.65 0.00659096 0.656591 7.94503e+006 5.82495e+006 38392 343747 0.0108453 0.0108453 3728.05 3728.05 1 0.036 86166.5 3102 0 0 
2000 2 1 2 0 0 0.55 0.0100928 0.560093 653797 500590 5052.34 3749 0.0173743 0.0173743 65.1362 65.1362 1 0.766 11359.3 8701.19 0 0 
2000 2 1 3 0 0 0.39 0.00978076 0.399781 61631.7 50802 496.883 1421 0.023737 0.023737 33.7302 33.7302 1 1 1462.95 1462.95 0 0 
2000 2 1 4 0 0 0.37 0.00978076 0.379781 191336 159197 1557.07 8735 0.0256454 0.0256454 224.013 224.013 1 1 4906.9 4906.9 0 0 
2001 1 1 1 0 0 0.82 0.303119 1.12312 4.10284e+007 2.46486e+007 7.47147e+006 5.32714e+006 0.00681582 0.00681582 36308.8 36308.8 1 0.036 279642 10067.1 0 0 
2001 1 1 2 0 0 0.66 0.464168 1.12417 4.12042e+006 2.47437e+006 1.14852e+006 991940 0.0136568 0.0136568 13546.7 13546.7 1 0.766 56271.9 43104.2 0 0 
2001 1 1 3 0 0 0.49 0.449819 0.939819 373420 242095 108899 163012 0.0178215 0.0178215 2905.11 2905.11 1 1 6654.9 6654.9 0 0 
2001 1 1 4 0 0 0.45 0.449819 0.899819 172198 113551 51077.2 160096 0.0232335 0.0232335 3719.59 3719.59 1 1 4000.77 4000.77 0 0 
2001 2 1 0 0 0 1.19 0.155036 1.34504 1.20067e+008 6.60102e+007 1.0234e+007 1.82627e+007 0.00555258 0.00555258 101405 101405 1 0 666683 0 0 0 
2001 2 1 1 0 0 0.78 0.259329 1.03933 1.3345e+007 8.29863e+006 2.15207e+006 3.96802e+006 0.00893764 0.00893764 35464.8 35464.8 1 0.036 119273 4293.83 0 0 
2001 2 1 2 0 0 0.67 0.397112 1.06711 1.33882e+006 823029 326835 9186 0.0159635 0.0159635 146.641 146.641 1 0.766 21372.3 16371.2 0 0 
2001 2 1 3 0 0 0.51 0.384835 0.894835 145895 96410.2 37102.1 2437 0.0158855 0.0158855 38.713 38.713 1 1 2317.61 2317.61 0 0 
2001 2 1 4 0 0 0.49 0.384835 0.874835 70023.3 46669.8 17960.2 5818 0.0254591 0.0254591 148.121 148.121 1 1 1782.73 1782.73 0 0 
2002 1 1 1 0 0 0.84 0.452073 1.29207 3.12812e+007 1.75595e+007 7.9382e+006 9.07515e+006 0.00808755 0.00808755 73395.7 73395.7 1 0.036 252988 9107.57 0 0 
2002 1 1 2 0 0 0.72 0.692262 1.41226 4.72003e+006 2.52805e+006 1.75007e+006 2.6805e+006 0.0127178 0.0127178 34090.1 34090.1 1 0.766 60028.4 45981.8 0 0 
2002 1 1 3 0 0 0.58 0.670862 1.25086 460554 262792 176297 387226 0.0146254 0.0146254 5663.34 5663.34 1 1 6735.8 6735.8 0 0 
2002 1 1 4 0 0 0.54 0.670862 1.21086 88818.4 51497 34547.4 135214 0.0192277 0.0192277 2599.86 2599.86 1 1 1707.77 1707.77 0 0 
2002 2 1 0 0 0 1.22 0 1.22 2.83959e+007 1.64038e+007 0 0 0.00944091 0.00944091 0 0 1 0 268083 0 0 0 
2002 2 1 1 0 0 0.8 0 0.8 8.59296e+006 5.91487e+006 0 20983 0.0197288 0.0197288 413.969 413.969 1 0.036 169529 6103.03 0 0 
2002 2 1 2 0 0 0.67 0 0.67 1.14976e+006 837937 0 2940 0.0316056 0.0316056 92.9205 92.9205 1 0.766 36338.8 27835.6 0 0 
2002 2 1 3 0 0 0.63 0 0.63 131837 97812.5 0 972 0.04318 0.04318 41.9709 41.9709 1 1 5692.74 5692.74 0 0 
2002 2 1 4 0 0 0.61 0 0.61 26462.6 19810 0 0 0.0466516 0.0466516 0 0 1 1 1234.52 1234.52 0 0 
2003 1 1 1 0 0 0.83 0.22424 1.05424 8.38333e+006 5.18108e+006 1.1618e+006 939264 0.00530455 0.00530455 4982.37 4982.37 1 0.036 44469.8 1600.91 0 0 
2003 1 1 2 0 0 0.72 0.34338 1.06338 3.86107e+006 2.37722e+006 816290 807536 0.014609 0.014609 11797.3 11797.3 1 0.766 56406.1 43207.1 0 0 
