Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1988 1 1 2 0 0 0.57 0.738195 1.30819 1.89668e+007 1.05794e+007 7.80965e+006 1.73206e+007 0.0130874 0.0130874 226682 226682 1 0.766 248225 190141 0 0 
1988 1 1 3 0 0 0.39 0.563093 0.953093 2.95324e+006 1.90393e+006 1.07209e+006 893461 0.0230178 0.0230178 20565.5 20565.5 1 1 67976.9 67976.9 0 0 
1988 1 1 4 0 0 0.35 0.563093 0.913093 500120 327931 184655 19296 0.0361685 0.0361685 697.908 697.908 1 1 18088.6 18088.6 0 0 
1988 2 1 0 0 0 1.54 0.05133 1.59133 3.65732e+008 1.83022e+008 9.39455e+006 8.76886e+006 0.00408872 0.00408872 35853.4 35853.4 1 0 1.49538e+006 0 0 0 
1988 2 1 1 0 0 0.58 0.0905646 0.670565 6.93207e+006 5.05077e+006 457421 852565 0.00642828 0.00642828 5480.52 5480.52 1 0.036 44561.2 1604.2 0 0 
1988 2 1 2 0 0 0.43 0.0987555 0.528755 5.12686e+006 3.98182e+006 393226 233220 0.0160827 0.0160827 3750.81 3750.81 1 0.766 82454 63159.7 0 0 
1988 2 1 3 0 0 0.35 0.0753304 0.42533 1.13861e+006 927437 69864.3 143977 0.0224875 0.0224875 3237.68 3237.68 1 1 25604.5 25604.5 0 0 
1988 2 1 4 0 0 0.34 0.0753304 0.41533 200689 164230 12371.5 13414 0.0314608 0.0314608 422.015 422.015 1 1 6313.82 6313.82 0 0 
1989 1 1 1 0 0 0.68 0.851402 1.5314 7.4483e+007 3.81202e+007 3.24556e+007 4.70045e+007 0.00613012 0.00613012 288143 288143 1 0.036 456589 16437.2 0 0 
1989 1 1 2 0 0 0.55 0.928404 1.4784 3.5452e+006 1.85124e+006 1.7187e+006 1.8442e+006 0.0104668 0.0104668 19303 19303 1 0.766 37106.9 28423.9 0 0 
1989 1 1 3 0 0 0.39 0.708185 1.09818 3.02146e+006 1.83382e+006 1.29868e+006 2.80604e+006 0.0143234 0.0143234 40192.2 40192.2 1 1 43277.7 43277.7 0 0 
1989 1 1 4 0 0 0.36 0.708185 1.06818 876622 538659 381470 4091 0.0187797 0.0187797 76.8276 76.8276 1 1 16462.7 16462.7 0 0 
1989 2 1 0 0 0 1.33 0.00327487 1.33327 1.05935e+008 5.85093e+007 191610 159140 0.00478346 0.00478346 761.24 761.24 1 0 506734 0 0 0 
1989 2 1 1 0 0 0.49 0.00577805 0.495778 1.61056e+007 1.26987e+007 73373.8 190120 0.00930316 0.00930316 1768.72 1768.72 1 0.036 149833 5394 0 0 
1989 2 1 2 0 0 0.36 0.00630063 0.366301 808309 676802 4264.28 12901 0.0127297 0.0127297 164.226 164.226 1 0.766 10289.6 7881.8 0 0 
1989 2 1 3 0 0 0.33 0.0048061 0.334806 1.00758e+006 856259 4115.27 0 0.0140224 0.0140224 0 0 1 1 14128.7 14128.7 0 0 
1989 2 1 4 0 0 0.32 0.0048061 0.324806 301235 257207 1236.16 0 0.0175215 0.0175215 0 0 1 1 5278.1 5278.1 0 0 
1990 1 1 1 0 0 0.63 0.419583 1.04958 2.79257e+007 1.7292e+007 7.25543e+006 9.3022e+006 0.00745268 0.00745268 69326.3 69326.3 1 0.036 208122 7492.38 0 0 
1990 1 1 2 0 0 0.49 0.457531 0.947531 9.80989e+006 6.33924e+006 2.9004e+006 2.79071e+006 0.00983297 0.00983297 27441 27441 1 0.766 96460.4 73888.6 0 0 
1990 1 1 3 0 0 0.34 0.349004 0.689004 560396 404983 141341 412858 0.015173 0.015173 6264.27 6264.27 1 1 8502.86 8502.86 0 0 
1990 1 1 4 0 0 0.31 0.349004 0.659004 938595 687397 239904 124997 0.0201785 0.0201785 2522.25 2522.25 1 1 18939.4 18939.4 0 0 
1990 2 1 0 0 0 1.28 0.0499774 1.32998 2.10289e+008 1.16296e+008 5.81216e+006 9.79264e+006 0.00438372 0.00438372 42928.2 42928.2 1 0 921846 0 0 0 
1990 2 1 1 0 0 0.48 0.088178 0.568178 9.77634e+006 7.45803e+006 657634 1.37715e+006 0.00768936 0.00768936 10589.4 10589.4 1 0.036 75173.8 2706.26 0 0 
1990 2 1 2 0 0 0.35 0.0961531 0.446153 3.80326e+006 3.06811e+006 295009 285578 0.011205 0.011205 3199.89 3199.89 1 0.766 42615.4 32643.4 0 0 
1990 2 1 3 0 0 0.3 0.0733453 0.373345 281361 234808 17222.1 42584 0.0165489 0.0165489 704.718 704.718 1 1 4656.22 4656.22 0 0 
1990 2 1 4 0 0 0.29 0.0733453 0.363345 485597 407158 29863.2 12527 0.0197684 0.0197684 247.638 247.638 1 1 9599.46 9599.46 0 0 
1991 1 1 1 0 0 0.63 0.533178 1.16318 5.56178e+007 3.28735e+007 1.75274e+007 2.40087e+007 0.00732518 0.00732518 175868 175868 1 0.036 407410 14666.8 0 0 
1991 1 1 2 0 0 0.49 0.5814 1.0714 5.53885e+006 3.39895e+006 1.97615e+006 1.39065e+006 0.0114452 0.0114452 15916.2 15916.2 1 0.766 63393.2 48559.2 0 0 
1991 1 1 3 0 0 0.33 0.443491 0.773491 2.43442e+006 1.69514e+006 751780 526003 0.0363807 0.0363807 19136.3 19136.3 1 1 88565.6 88565.6 0 0 
1991 1 1 4 0 0 0.3 0.443491 0.743491 531355 374883 166257 184169 0.0263288 0.0263288 4848.95 4848.95 1 1 13990 13990 0 0 
1991 2 1 0 0 0 1.22 0.0396188 1.25962 1.19628e+008 6.80221e+007 2.69495e+006 1.44423e+007 0.00367053 0.00367053 53011.1 53011.1 1 0 439098 0 0 0 
1991 2 1 1 0 0 0.47 0.0699018 0.539902 1.73801e+007 1.343e+007 938781 942074 0.00567683 0.00567683 5347.99 5347.99 1 0.036 98663.8 3551.9 0 0 
1991 2 1 2 0 0 0.35 0.0762239 0.426224 1.89721e+006 1.5447e+006 117743 30405 0.0137562 0.0137562 418.257 418.257 1 0.766 26098.4 19991.4 0 0 
1991 2 1 3 0 0 0.29 0.0581434 0.348143 1.12324e+006 948559 55152.5 8715 0.0275023 0.0275023 239.683 239.683 1 1 30891.7 30891.7 0 0 
1991 2 1 4 0 0 0.28 0.0581434 0.338143 252634 214354 12463.3 3176 0.0163265 0.0163265 51.8531 51.8531 1 1 4124.63 4124.63 0 0 
1992 1 1 1 0 0 0.65 0.257048 0.907048 3.39458e+007 2.23157e+007 5.73621e+006 7.10008e+006 0.0061062 0.0061062 43354.5 43354.5 1 0.036 207280 7462.07 0 0 
1992 1 1 2 0 0 0.49 0.280296 0.770296 1.01292e+007 7.06305e+006 1.97975e+006 2.86215e+006 0.0103106 0.0103106 29510.5 29510.5 1 0.766 104438 79999.6 0 0 
1992 1 1 3 0 0 0.33 0.213809 0.543809 1.23882e+006 955567 204309 342206 0.0146831 0.0146831 5024.65 5024.65 1 1 18189.8 18189.8 0 0 
1992 1 1 4 0 0 0.3 0.213809 0.513809 973155 760986 162706 214730 0.0230286 0.0230286 4944.94 4944.94 1 1 22410.4 22410.4 0 0 
1992 2 1 0 0 0 1.19 0.00331047 1.19331 2.65236e+008 1.54873e+008 512703 525419 0.0046382 0.0046382 2437 2437 1 0 1.23022e+006 0 0 0 
1992 2 1 1 0 0 0.52 0.00584085 0.525841 1.37044e+007 1.06578e+007 62250.6 87265 0.0134376 0.0134376 1172.63 1172.63 1 0.036 184154 6629.54 0 0 
1992 2 1 2 0 0 0.39 0.00636911 0.396369 4.68857e+006 3.87087e+006 24654 8410 0.0267209 0.0267209 224.723 224.723 1 0.766 125283 95966.5 0 0 
1992 2 1 3 0 0 0.29 0.00485834 0.294858 719178 622846 3026 3362 0.028742 0.028742 96.6307 96.6307 1 1 20670.6 20670.6 0 0 
1992 2 1 4 0 0 0.29 0.00485834 0.294858 582153 504176 2449.46 728 0.0309314 0.0309314 22.5181 22.5181 1 1 18006.8 18006.8 0 0 
1993 1 1 1 0 0 0.67 0.443268 1.11327 8.04236e+007 4.8511e+007 2.15034e+007 1.51638e+007 0.00577626 0.00577626 87590.2 87590.2 1 0.036 464547 16723.7 0 0 
1993 1 1 2 0 0 0.51 0.483358 0.993358 8.1001e+006 5.13449e+006 2.48179e+006 558458 0.0163847 0.0163847 9150.15 9150.15 1 0.766 132718 101662 0 0 
1993 1 1 3 0 0 0.35 0.368704 0.718704 3.15427e+006 2.24979e+006 829506 211339 0.0178928 0.0178928 3781.45 3781.45 1 1 56438.8 56438.8 0 0 
1993 1 1 4 0 0 0.33 0.368704 0.698704 969020 697283 257091 1.33609e+006 0.0232962 0.0232962 31125.8 31125.8 1 1 22574.5 22574.5 0 0 
1993 2 1 0 0 0 1.14 0.0417902 1.18179 1.95102e+008 1.14452e+008 4.78298e+006 9.66291e+006 0.00347367 0.00347367 33565.8 33565.8 1 0 677721 0 0 0 
1993 2 1 1 0 0 0.52 0.0737329 0.593733 2.64179e+007 1.99219e+007 1.4689e+006 850927 0.00733712 0.00733712 6243.35 6243.35 1 0.036 193831 6977.92 0 0 
1993 2 1 2 0 0 0.4 0.0804015 0.480401 2.99972e+006 2.38194e+006 191512 154686 0.0167194 0.0167194 2586.26 2586.26 1 0.766 50153.6 38417.6 0 0 
1993 2 1 3 0 0 0.32 0.0613301 0.38133 1.53734e+006 1.27818e+006 78391.1 70612 0.0208143 0.0208143 1469.74 1469.74 1 1 31998.7 31998.7 0 0 
1993 2 1 4 0 0 0.31 0.0613301 0.37133 481825 402484 24684.3 12195 0.0223966 0.0223966 273.126 273.126 1 1 10791.2 10791.2 0 0 
1994 1 1 1 0 0 0.69 0.495014 1.18501 5.98435e+007 3.50602e+007 1.73553e+007 2.37416e+007 0.00607808 0.00607808 144303 144303 1 0.036 363733 13094.4 0 0 
1994 1 1 2 0 0 0.53 0.539784 1.06978 1.45896e+007 8.95896e+006 4.8359e+006 4.81775e+006 0.0145701 0.0145701 70195.2 70195.2 1 0.766 212572 162830 0 0 
1994 1 1 3 0 0 0.36 0.411746 0.771746 1.85543e+006 1.29297e+006 532374 938476 0.020636 0.020636 19366.3 19366.3 1 1 38288.6 38288.6 0 0 
1994 1 1 4 0 0 0.34 0.411746 0.751746 1.3823e+006 971721 400102 386452 0.0211218 0.0211218 8162.58 8162.58 1 1 29196.7 29196.7 0 0 
1994 2 1 0 0 0 1.11 0.0157692 1.12577 1.87569e+008 1.12564e+008 1.77505e+006 0 0.00355205 0.00355205 0 0 1 0 666255 0 0 0 
1994 2 1 1 0 0 0.58 0.0278226 0.607823 1.82967e+007 1.37104e+007 381458 614909 0.0129762 0.0129762 7979.17 7979.17 1 0.036 237421 8547.15 0 0 
1994 2 1 2 0 0 0.46 0.0303389 0.490339 5.00543e+006 3.95647e+006 120035 684228 0.0208401 0.0208401 14259.4 14259.4 1 0.766 104314 79904.2 0 0 
1994 2 1 3 0 0 0.34 0.0231424 0.363142 857590 719131 16642.4 77945 0.0351862 0.0351862 2742.59 2742.59 1 1 30175.4 30175.4 0 0 
1994 2 1 4 0 0 0.32 0.0231424 0.343142 651813 551746 12768.8 10064 0.0271307 0.0271307 273.044 273.044 1 1 17684.2 17684.2 0 0 
1995 1 1 1 0 0 0.71 0.402858 1.11286 6.08479e+007 3.67092e+007 1.47886e+007 2.50371e+007 0.00556302 0.00556302 139282 139282 1 0.036 338498 12185.9 0 0 
1995 1 1 2 0 0 0.56 0.439294 0.999294 9.96317e+006 6.29979e+006 2.76746e+006 1.89381e+006 0.00974284 0.00974284 18451.1 18451.1 1 0.766 97069.6 74355.4 0 0 
1995 1 1 3 0 0 0.41 0.335092 0.745092 3.06542e+006 2.1612e+006 724202 238187 0.0138145 0.0138145 3290.44 3290.44 1 1 42347.3 42347.3 0 0 
1995 1 1 4 0 0 0.38 0.335092 0.715092 1.05893e+006 756486 253493 155747 0.0164799 0.0164799 2566.69 2566.69 1 1 17451 17451 0 0 
1995 2 1 0 0 0 1.01 0.00715488 1.01715 1.4052e+008 8.81922e+007 631005 1.02014e+006 0.00471425 0.00471425 4809.2 4809.2 1 0 662449 0 0 0 
1995 2 1 1 0 0 0.55 0.0126238 0.562624 1.99957e+007 1.52925e+007 193049 483714 0.00819298 0.00819298 3963.06 3963.06 1 0.036 163825 5897.69 0 0 
1995 2 1 2 0 0 0.45 0.0137655 0.463766 3.66784e+006 2.93488e+006 40400 78009 0.0102165 0.0102165 796.978 796.978 1 0.766 37472.4 28703.9 0 0 
1995 2 1 3 0 0 0.35 0.0105003 0.3605 1.45513e+006 1.22171e+006 12828.3 12661 0.0136509 0.0136509 172.834 172.834 1 1 19863.8 19863.8 0 0 
1995 2 1 4 0 0 0.34 0.0105003 0.3505 517972 436935 4587.95 17071 0.0161155 0.0161155 275.107 275.107 1 1 8347.36 8347.36 0 0 
1996 1 1 1 0 0 0.66 0.353132 1.01313 5.08153e+007 3.19458e+007 1.12811e+007 4.3192e+006 0.00879351 0.00879351 37980.9 37980.9 1 0.036 446845 16086.4 0 0 
1996 1 1 2 0 0 0.53 0.385071 0.915071 1.13918e+007 7.46339e+006 2.87393e+006 3.39364e+006 0.0133054 0.0133054 45153.6 45153.6 1 0.766 151572 116104 0 0 
1996 1 1 3 0 0 0.39 0.293731 0.683731 2.30674e+006 1.67092e+006 490801 464830 0.0260509 0.0260509 12109.3 12109.3 1 1 60092.8 60092.8 0 0 
1996 1 1 4 0 0 0.36 0.293731 0.653731 1.37953e+006 1.0127e+006 297461 398636 0.0384783 0.0384783 15338.8 15338.8 1 1 53081.7 53081.7 0 0 
1996 2 1 0 0 0 0.99 0.0428937 1.03289 7.66555e+008 4.77958e+008 2.05014e+007 6.26264e+006 0.00248953 0.00248953 15591 15591 1 0 1.90836e+006 0 0 0 
1996 2 1 1 0 0 0.57 0.0756799 0.64568 1.845e+007 1.35928e+007 1.0287e+006 3.11138e+006 0.00804549 0.00804549 25032.6 25032.6 1 0.036 148440 5343.82 0 0 
1996 2 1 2 0 0 0.47 0.0825245 0.552525 4.56229e+006 3.50521e+006 289266 96913 0.0140038 0.0140038 1357.15 1357.15 1 0.766 63889.4 48939.3 0 0 
1996 2 1 3 0 0 0.36 0.0629495 0.42295 1.16428e+006 949399 59764.2 32879 0.0157473 0.0157473 517.757 517.757 1 1 18334.4 18334.4 0 0 
1996 2 1 4 0 0 0.35 0.0629495 0.41295 717493 587798 37001.6 247648 0.023997 0.023997 5942.82 5942.82 1 1 17217.7 17217.7 0 0 
1997 1 1 1 0 0 0.64 0.66159 1.30159 2.72875e+008 1.52602e+008 1.0096e+008 6.68562e+007 0.00522665 0.00522665 349434 349434 1 0.036 1.42622e+006 51343.9 0 0 
1997 1 1 2 0 0 0.52 0.721426 1.24143 9.67346e+006 5.54049e+006 3.99705e+006 2.9118e+006 0.010111 0.010111 29441.3 29441.3 1 0.766 97808.7 74921.5 0 0 
1997 1 1 3 0 0 0.4 0.550302 0.950302 2.62558e+006 1.69469e+006 932590 606997 0.0137351 0.0137351 8337.19 8337.19 1 1 36062.7 36062.7 0 0 
1997 1 1 4 0 0 0.38 0.550302 0.930302 1.2375e+006 805530 443285 194194 0.0182619 0.0182619 3546.34 3546.34 1 1 22599 22599 0 0 
1997 2 1 0 0 0 0.9 0.0659958 0.965996 6.0653e+007 3.88907e+007 2.56662e+006 2.97527e+006 0.002919 0.002919 8684.79 8684.79 1 0 177046 0 0 0 
1997 2 1 1 0 0 0.53 0.11644 0.64644 7.42489e+007 5.46831e+007 6.36731e+006 1.03879e+007 0.00669439 0.00669439 69540.9 69540.9 1 0.036 497051 17893.8 0 0 
1997 2 1 2 0 0 0.43 0.126971 0.556971 2.79536e+006 2.14334e+006 272143 134153 0.0102162 0.0102162 1370.54 1370.54 1 0.766 28558 21875.4 0 0 
1997 2 1 3 0 0 0.38 0.0968534 0.476853 1.01511e+006 807371 78196.7 12655 0.0142418 0.0142418 180.23 180.23 1 1 14457.1 14457.1 0 0 
1997 2 1 4 0 0 0.36 0.0968534 0.456853 488112 391819 37949 9368 0.0144352 0.0144352 135.229 135.229 1 1 7045.98 7045.98 0 0 
1998 1 1 1 0 0 0.63 0.783492 1.41349 2.30848e+007 1.23584e+007 9.68267e+006 3.95389e+006 0.00495911 0.00495911 19607.8 19607.8 1 0.036 114480 4121.28 0 0 
1998 1 1 2 0 0 0.49 0.854352 1.34435 3.88995e+007 2.13918e+007 1.82761e+007 2.81367e+007 0.0100695 0.0100695 283323 283323 1 0.766 391699 300042 0 0 
1998 1 1 3 0 0 0.38 0.651698 1.0317 1.60158e+006 999104 651114 2.55289e+006 0.0136805 0.0136805 34924.8 34924.8 1 1 21910.4 21910.4 0 0 
1998 1 1 4 0 0 0.35 0.651698 1.0017 939222 593280 386639 290096 0.0202764 0.0202764 5882.1 5882.1 1 1 19044 19044 0 0 
1998 2 1 0 0 0 0.97 0.14025 1.11025 9.44301e+007 5.703e+007 7.99846e+006 3.01361e+007 0.00318996 0.00318996 96132.8 96132.8 1 0 301228 0 0 0 
1998 2 1 1 0 0 0.51 0.247451 0.757451 5.61635e+006 3.9383e+006 974536 992451 0.00703464 0.00703464 6981.53 6981.53 1 0.036 39509 1422.32 0 0 
1998 2 1 2 0 0 0.41 0.269831 0.679831 1.01414e+007 7.35881e+006 1.98564e+006 740255 0.0151749 0.0151749 11233.3 11233.3 1 0.766 153896 117884 0 0 
1998 2 1 3 0 0 0.36 0.205827 0.565827 570804 435911 89722 192391 0.0173239 0.0173239 3332.97 3332.97 1 1 9888.58 9888.58 0 0 
1998 2 1 4 0 0 0.33 0.205827 0.535827 344934 267034 54962.6 31983 0.0207258 0.0207258 662.874 662.874 1 1 7149.04 7149.04 0 0 
1999 1 1 1 0 0 0.73 0.607355 1.33735 3.11125e+007 1.71564e+007 1.042e+007 5.18218e+006 0.00735028 0.00735028 38090.5 38090.5 1 0.036 228686 8232.69 0 0 
1999 1 1 2 0 0 0.54 0.831237 1.37124 2.63328e+006 1.43299e+006 1.19116e+006 1.55357e+006 0.0100665 0.0100665 15638.9 15638.9 1 0.766 26507.8 20305 0 0 
1999 1 1 3 0 0 0.36 0.877416 1.23742 5.13869e+006 2.94791e+006 2.58654e+006 1.97927e+006 0.0141363 0.0141363 27979.7 27979.7 1 1 72642.3 72642.3 0 0 
1999 1 1 4 0 0 0.33 0.877416 1.20742 526005 305401 267964 421461 0.026348 0.026348 11104.7 11104.7 1 1 13859.2 13859.2 0 0 
1999 2 1 0 0 0 1.04 0.147721 1.18772 1.21504e+008 7.11072e+007 1.0504e+007 6.4435e+006 0.00866435 0.00866435 55828.7 55828.7 1 0 1.05275e+006 0 0 0 
1999 2 1 1 0 0 0.58 0.263207 0.843207 8.16825e+006 5.51848e+006 1.4525e+006 1.83535e+006 0.0145334 0.0145334 26673.8 26673.8 1 0.036 118713 4273.65 0 0 
1999 2 1 2 0 0 0.47 0.360229 0.830229 668308 454043 163559 118026 0.0194472 0.0194472 2295.28 2295.28 1 0.766 12996.7 9955.5 0 0 
1999 2 1 3 0 0 0.33 0.380242 0.710242 1.4909e+006 1.06736e+006 405857 400916 0.0210585 0.0210585 8442.68 8442.68 1 1 31396.2 31396.2 0 0 
1999 2 1 4 0 0 0.3 0.380242 0.680242 157259 114089 43381.4 169073 0.030749 0.030749 5198.83 5198.83 1 1 4835.56 4835.56 0 0 
2000 1 1 1 0 0 0.8 0.766009 1.56601 3.70484e+007 1.87163e+007 1.43368e+007 1.87928e+007 0.00686652 0.00686652 129041 129041 1 0.036 254394 9158.17 0 0 
2000 1 1 2 0 0 0.61 1.04837 1.65837 3.51503e+006 1.7159e+006 1.7989e+006 3.28627e+006 0.0105228 0.0105228 34580.6 34580.6 1 0.766 36987.8 28332.7 0 0 
2000 1 1 3 0 0 0.42 1.10662 1.52662 291348 149381 165307 541129 0.0152704 0.0152704 8263.25 8263.25 1 1 4449 4449 0 0 
2000 1 1 4 0 0 0.39 1.10662 1.49662 812468 421329 466249 533035 0.0204507 0.0204507 10900.9 10900.9 1 1 16615.5 16615.5 0 0 
2000 2 1 0 0 0 1.12 0.00389132 1.12389 1.26174e+008 7.5778e+007 294876 0 0.00518988 0.00518988 0 0 1 0 654830 0 0 0 
2000 2 1 1 0 0 0.65 0.00693351 0.656934 7.73857e+006 5.67271e+006 39331.8 343747 0.0108453 0.0108453 3728.05 3728.05 1 0.036 83927.4 3021.39 0 0 
2000 2 1 2 0 0 0.55 0.00948932 0.559489 669432 512701 4865.19 3749 0.0173743 0.0173743 65.1362 65.1362 1 0.766 11630.9 8909.27 0 0 
2000 2 1 3 0 0 0.39 0.0100165 0.400017 63301.1 52172.4 522.585 1421 0.023737 0.023737 33.7302 33.7302 1 1 1502.58 1502.58 0 0 
2000 2 1 4 0 0 0.37 0.0100165 0.380017 181901 151330 1515.8 8735 0.0256454 0.0256454 224.013 224.013 1 1 4664.91 4664.91 0 0 
2001 1 1 1 0 0 0.82 0.319391 1.13939 4.10083e+007 2.44737e+007 7.81668e+006 5.32714e+006 0.00681582 0.00681582 36308.8 36308.8 1 0.036 279505 10062.2 0 0 
2001 1 1 2 0 0 0.66 0.437125 1.09712 4.01197e+006 2.43606e+006 1.06486e+006 991940 0.0136568 0.0136568 13546.7 13546.7 1 0.766 54790.8 41969.7 0 0 
2001 1 1 3 0 0 0.49 0.461409 0.951409 382581 246823 113886 163012 0.0178215 0.0178215 2905.11 2905.11 1 1 6818.15 6818.15 0 0 
2001 1 1 4 0 0 0.45 0.461409 0.911409 166824 109466 50508.4 160096 0.0232335 0.0232335 3719.59 3719.59 1 1 3875.91 3875.91 0 0 
2001 2 1 0 0 0 1.19 0.153109 1.34311 1.21874e+008 6.70542e+007 1.02666e+007 1.82627e+007 0.00555258 0.00555258 101405 101405 1 0 676716 0 0 0 
2001 2 1 1 0 0 0.78 0.272807 1.05281 1.31232e+007 8.11524e+006 2.21389e+006 3.96802e+006 0.00893764 0.00893764 35464.8 35464.8 1 0.036 117291 4222.46 0 0 
2001 2 1 2 0 0 0.67 0.373368 1.04337 1.33931e+006 831460 310441 9186 0.0159635 0.0159635 146.641 146.641 1 0.766 21380.2 16377.2 0 0 
2001 2 1 3 0 0 0.51 0.394111 0.904111 147751 97252 38328.1 2437 0.0158855 0.0158855 38.713 38.713 1 1 2347.1 2347.1 0 0 
2001 2 1 4 0 0 0.49 0.394111 0.884111 67056.2 44515.4 17544 5818 0.0254591 0.0254591 148.121 148.121 1 1 1707.19 1707.19 0 0 
2002 1 1 1 0 0 0.84 0.476342 1.31634 3.18132e+007 1.76881e+007 8.4256e+006 9.07515e+006 0.00808755 0.00808755 73395.7 73395.7 1 0.036 257291 9262.47 0 0 
2002 1 1 2 0 0 0.72 0.65193 1.37193 4.57944e+006 2.49139e+006 1.62421e+006 2.6805e+006 0.0127178 0.0127178 34090.1 34090.1 1 0.766 58240.4 44612.1 0 0 
2002 1 1 3 0 0 0.58 0.688148 1.26815 471795 267362 183985 387226 0.0146254 0.0146254 5663.34 5663.34 1 1 6900.2 6900.2 0 0 
2002 1 1 4 0 0 0.54 0.688148 1.22815 87524.4 50396.4 34680.2 135214 0.0192277 0.0192277 2599.86 2599.86 1 1 1682.89 1682.89 0 0 
2002 2 1 0 0 0 1.22 0 1.22 2.85172e+007 1.64738e+007 0 0 0.00944091 0.00944091 0 0 1 0 269229 0 0 0 
2002 2 1 1 0 0 0.8 0 0.8 8.52958e+006 5.87124e+006 0 20983 0.0197288 0.0197288 413.969 413.969 1 0.036 168278 6058.01 0 0 
2002 2 1 2 0 0 0.67 0 0.67 1.16142e+006 846437 0 2940 0.0316056 0.0316056 92.9205 92.9205 1 0.766 36707.5 28117.9 0 0 
2002 2 1 3 0 0 0.63 0 0.63 132741 98482.6 0 972 0.04318 0.04318 41.9709 41.9709 1 1 5731.74 5731.74 0 0 
2002 2 1 4 0 0 0.61 0 0.61 25630.2 19186.9 0 0 0.0466516 0.0466516 0 0 1 1 1195.69 1195.69 0 0 
2003 1 1 1 0 0 0.83 0.236278 1.06628 8.41915e+006 5.17739e+006 1.2233e+006 939264 0.00530455 0.00530455 4982.37 4982.37 1 0.036 44659.8 1607.75 0 0 
2003 1 1 2 0 0 0.72 0.323374 1.04337 3.83259e+006 2.3793e+006 769405 807536 0.014609 0.014609 11797.3 11797.3 1 0.766 55990.1 42888.4 0 0 
