Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1991 2 1 4 0 0 0.28 0.0648033 0.344803 206590 174737 11323.6 3176 0.0163265 0.0163265 51.8531 51.8531 1 1 3372.9 3372.9 0 0 
1992 1 1 1 0 0 0.65 0.260996 0.910996 3.53743e+007 2.32157e+007 6.05922e+006 7.10008e+006 0.0061062 0.0061062 43354.5 43354.5 1 0.036 216002 7776.08 0 0 
1992 1 1 2 0 0 0.49 0.288678 0.778678 9.40443e+006 6.53374e+006 1.88615e+006 2.86215e+006 0.0103106 0.0103106 29510.5 29510.5 1 0.766 96965.2 74275.4 0 0 
1992 1 1 3 0 0 0.33 0.235616 0.565616 1.22282e+006 933927 220048 342206 0.0146831 0.0146831 5024.65 5024.65 1 1 17954.7 17954.7 0 0 
1992 1 1 4 0 0 0.3 0.235616 0.535616 863887 668849 157592 214730 0.0230286 0.0230286 4944.94 4944.94 1 1 19894.1 19894.1 0 0 
1992 2 1 0 0 0 1.19 0.00330059 1.1933 2.58576e+008 1.50985e+008 498342 525419 0.0046382 0.0046382 2437 2437 1 0 1.19933e+006 0 0 0 
1992 2 1 1 0 0 0.52 0.00599811 0.525998 1.42248e+007 1.10617e+007 66349.5 87265 0.0134376 0.0134376 1172.63 1172.63 1 0.036 191147 6881.29 0 0 
1992 2 1 2 0 0 0.39 0.00663428 0.396634 4.31675e+006 3.56346e+006 23641 8410 0.0267209 0.0267209 224.723 224.723 1 0.766 115347 88356 0 0 
1992 2 1 3 0 0 0.29 0.00541483 0.295415 694572 601377 3256.35 3362 0.028742 0.028742 96.6307 96.6307 1 1 19963.4 19963.4 0 0 
1992 2 1 4 0 0 0.29 0.00541483 0.295415 505640 437795 2370.59 728 0.0309314 0.0309314 22.5181 22.5181 1 1 15640.2 15640.2 0 0 
1993 1 1 1 0 0 0.67 0.450076 1.12008 7.84051e+007 4.7162e+007 2.12265e+007 1.51638e+007 0.00577626 0.00577626 87590.2 87590.2 1 0.036 452888 16304 0 0 
1993 1 1 2 0 0 0.51 0.497812 1.00781 8.40638e+006 5.29653e+006 2.63668e+006 558458 0.0163847 0.0163847 9150.15 9150.15 1 0.766 137736 105506 0 0 
1993 1 1 3 0 0 0.35 0.406309 0.756309 2.90336e+006 2.03691e+006 827616 211339 0.0178928 0.0178928 3781.45 3781.45 1 1 51949.2 51949.2 0 0 
1993 1 1 4 0 0 0.33 0.406309 0.736309 893225 632179 256860 1.33609e+006 0.0232962 0.0232962 31125.8 31125.8 1 1 20808.8 20808.8 0 0 
1993 2 1 0 0 0 1.14 0.0416656 1.18167 1.90487e+008 1.1175e+008 4.65614e+006 9.66291e+006 0.00347367 0.00347367 33565.8 33565.8 1 0 661688 0 0 0 
1993 2 1 1 0 0 0.52 0.0757181 0.595718 2.55801e+007 1.92729e+007 1.4593e+006 850927 0.00733712 0.00733712 6243.35 6243.35 1 0.036 187684 6756.62 0 0 
1993 2 1 2 0 0 0.4 0.0837488 0.483749 3.06847e+006 2.43278e+006 203743 154686 0.0167194 0.0167194 2586.26 2586.26 1 0.766 51303 39298.1 0 0 
1993 2 1 3 0 0 0.32 0.068355 0.388355 1.36282e+006 1.12937e+006 77197.9 70612 0.0208143 0.0208143 1469.74 1469.74 1 1 28366.3 28366.3 0 0 
1993 2 1 4 0 0 0.31 0.068355 0.378355 427746 356135 24343.6 12195 0.0223966 0.0223966 273.126 273.126 1 1 9580.05 9580.05 0 0 
1994 1 1 1 0 0 0.69 0.502617 1.19262 5.8435e+007 3.41303e+007 1.71545e+007 2.37416e+007 0.00607808 0.00607808 144303 144303 1 0.036 355173 12786.2 0 0 
1994 1 1 2 0 0 0.53 0.555925 1.08593 1.40989e+007 8.60027e+006 4.78111e+006 4.81775e+006 0.0145701 0.0145701 70195.2 70195.2 1 0.766 205422 157353 0 0 
1994 1 1 3 0 0 0.36 0.453741 0.813741 1.89161e+006 1.29434e+006 587294 938476 0.020636 0.020636 19366.3 19366.3 1 1 39035.2 39035.2 0 0 
1994 1 1 4 0 0 0.34 0.453741 0.793741 1.21723e+006 840147 381209 386452 0.0211218 0.0211218 8162.58 8162.58 1 1 25710.1 25710.1 0 0 
1994 2 1 0 0 0 1.11 0.0157222 1.12572 1.79353e+008 1.07635e+008 1.69226e+006 0 0.00355205 0.00355205 0 0 1 0 637070 0 0 0 
1994 2 1 1 0 0 0.58 0.0285717 0.608572 1.77307e+007 1.32818e+007 379484 614909 0.0129762 0.0129762 7979.17 7979.17 1 0.036 230077 8282.77 0 0 
1994 2 1 2 0 0 0.46 0.031602 0.491602 4.75963e+006 3.76e+006 118823 684228 0.0208401 0.0208401 14259.4 14259.4 1 0.766 99191.1 75980.3 0 0 
1994 2 1 3 0 0 0.34 0.0257932 0.365793 838357 702129 18110.2 77945 0.0351862 0.0351862 2742.59 2742.59 1 1 29498.6 29498.6 0 0 
1994 2 1 4 0 0 0.32 0.0257932 0.345793 550370 465295 12001.5 10064 0.0271307 0.0271307 273.044 273.044 1 1 14931.9 14931.9 0 0 
1995 1 1 1 0 0 0.71 0.409046 1.11905 5.81852e+007 3.50141e+007 1.43224e+007 2.50371e+007 0.00556302 0.00556302 139282 139282 1 0.036 323685 11652.7 0 0 
1995 1 1 2 0 0 0.56 0.45243 1.01243 9.64777e+006 6.06698e+006 2.74489e+006 1.89381e+006 0.00974284 0.00974284 18451.1 18451.1 1 0.766 93996.7 72001.5 0 0 
1995 1 1 3 0 0 0.41 0.369269 0.779269 2.91121e+006 2.02204e+006 746678 238187 0.0138145 0.0138145 3290.44 3290.44 1 1 40216.9 40216.9 0 0 
1995 1 1 4 0 0 0.38 0.369269 0.749269 970998 683327 252331 155747 0.0164799 0.0164799 2566.69 2566.69 1 1 16001.9 16001.9 0 0 
1995 2 1 0 0 0 1.01 0.00713354 1.01713 1.54259e+008 9.68153e+007 690636 1.02014e+006 0.00471425 0.00471425 4809.2 4809.2 1 0 727214 0 0 0 
1995 2 1 1 0 0 0.55 0.0129637 0.562964 1.90028e+007 1.45308e+007 188373 483714 0.00819298 0.00819298 3963.06 3963.06 1 0.036 155689 5604.82 0 0 
1995 2 1 2 0 0 0.45 0.0143386 0.464339 3.50537e+006 2.80413e+006 40207.4 78009 0.0102165 0.0102165 796.978 796.978 1 0.766 35812.6 27432.4 0 0 
1995 2 1 3 0 0 0.35 0.011703 0.361703 1.33549e+006 1.12063e+006 13114.8 12661 0.0136509 0.0136509 172.834 172.834 1 1 18230.7 18230.7 0 0 
1995 2 1 4 0 0 0.34 0.011703 0.351703 459002 386972 4528.74 17071 0.0161155 0.0161155 275.107 275.107 1 1 7397.03 7397.03 0 0 
1996 1 1 1 0 0 0.66 0.358557 1.01856 5.57846e+007 3.49906e+007 1.25461e+007 4.3192e+006 0.00879351 0.00879351 37980.9 37980.9 1 0.036 490542 17659.5 0 0 
1996 1 1 2 0 0 0.53 0.396585 0.926585 1.08224e+007 7.0558e+006 2.79823e+006 3.39364e+006 0.0133054 0.0133054 45153.6 45153.6 1 0.766 143996 110301 0 0 
1996 1 1 3 0 0 0.39 0.323689 0.713689 2.2033e+006 1.57499e+006 509806 464830 0.0260509 0.0260509 12109.3 12109.3 1 1 57398.1 57398.1 0 0 
1996 1 1 4 0 0 0.36 0.323689 0.683689 1.25306e+006 907686 293808 398636 0.0384783 0.0384783 15338.8 15338.8 1 1 48215.5 48215.5 0 0 
1996 2 1 0 0 0 0.99 0.0427658 1.03277 7.52767e+008 4.69386e+008 2.00737e+007 6.26264e+006 0.00248953 0.00248953 15591 15591 1 0 1.87404e+006 0 0 0 
1996 2 1 1 0 0 0.57 0.0777175 0.647717 2.01447e+007 1.48278e+007 1.15238e+006 3.11138e+006 0.00804549 0.00804549 25032.6 25032.6 1 0.036 162074 5834.66 0 0 
1996 2 1 2 0 0 0.47 0.0859603 0.55596 4.28464e+006 3.28676e+006 282530 96913 0.0140038 0.0140038 1357.15 1357.15 1 0.766 60001.2 45960.9 0 0 
1996 2 1 3 0 0 0.36 0.0701599 0.43016 1.07925e+006 877119 61538.6 32879 0.0157473 0.0157473 517.757 517.757 1 1 16995.4 16995.4 0 0 
1996 2 1 4 0 0 0.35 0.0701599 0.42016 632483 516419 36231.9 247648 0.023997 0.023997 5942.82 5942.82 1 1 15177.7 15177.7 0 0 
1997 1 1 1 0 0 0.64 0.671752 1.31175 2.68001e+008 1.49278e+008 1.00278e+008 6.68562e+007 0.00522665 0.00522665 349434 349434 1 0.036 1.40075e+006 50426.8 0 0 
1997 1 1 2 0 0 0.52 0.742999 1.263 1.05405e+007 5.98543e+006 4.44716e+006 2.9118e+006 0.010111 0.010111 29441.3 29441.3 1 0.766 106575 81636.6 0 0 
1997 1 1 3 0 0 0.4 0.606428 1.00643 2.45733e+006 1.54916e+006 939457 606997 0.0137351 0.0137351 8337.19 8337.19 1 1 33751.8 33751.8 0 0 
1997 1 1 4 0 0 0.38 0.606428 0.986428 1.11746e+006 710391 430801 194194 0.0182619 0.0182619 3546.34 3546.34 1 1 20406.8 20406.8 0 0 
1997 2 1 0 0 0 0.9 0.0657989 0.965799 6.41573e+007 4.1141e+007 2.70704e+006 2.97527e+006 0.002919 0.002919 8684.79 8684.79 1 0 187275 0 0 0 
1997 2 1 1 0 0 0.53 0.119575 0.649575 7.21854e+007 5.3089e+007 6.34813e+006 1.03879e+007 0.00669439 0.00669439 69540.9 69540.9 1 0.036 483237 17396.5 0 0 
1997 2 1 2 0 0 0.43 0.132258 0.562258 2.9809e+006 2.28013e+006 301565 134153 0.0102162 0.0102162 1370.54 1370.54 1 0.766 30453.5 23327.4 0 0 
1997 2 1 3 0 0 0.38 0.107947 0.487947 898209 710756 76724.2 12655 0.0142418 0.0142418 180.23 180.23 1 1 12792.1 12792.1 0 0 
1997 2 1 4 0 0 0.36 0.107947 0.467947 416706 332791 35923.9 9368 0.0144352 0.0144352 135.229 135.229 1 1 6015.22 6015.22 0 0 
1998 1 1 1 0 0 0.63 0.795526 1.42553 2.44233e+007 1.30144e+007 1.03533e+007 3.95389e+006 0.00495911 0.00495911 19607.8 19607.8 1 0.036 121118 4360.25 0 0 
1998 1 1 2 0 0 0.49 0.8799 1.3699 3.77001e+007 2.05265e+007 1.80613e+007 2.81367e+007 0.0100695 0.0100695 283323 283323 1 0.766 379621 290790 0 0 
1998 1 1 3 0 0 0.38 0.718166 1.09817 1.69888e+006 1.03111e+006 740509 2.55289e+006 0.0136805 0.0136805 34924.8 34924.8 1 1 23241.5 23241.5 0 0 
1998 1 1 4 0 0 0.35 0.718166 1.06817 812374 499184 358497 290096 0.0202764 0.0202764 5882.1 5882.1 1 1 16472 16472 0 0 
1998 2 1 0 0 0 0.97 0.139832 1.10983 9.32954e+007 5.63544e+007 7.88013e+006 3.01361e+007 0.00318996 0.00318996 96132.8 96132.8 1 0 297608 0 0 0 
1998 2 1 1 0 0 0.51 0.254114 0.764114 5.87093e+006 4.10484e+006 1.0431e+006 992451 0.00703464 0.00703464 6981.53 6981.53 1 0.036 41299.9 1486.79 0 0 
1998 2 1 2 0 0 0.41 0.281065 0.691065 9.58081e+006 6.91747e+006 1.94426e+006 740255 0.0151749 0.0151749 11233.3 11233.3 1 0.766 145388 111367 0 0 
1998 2 1 3 0 0 0.36 0.229403 0.589403 566545 428071 98200.5 192391 0.0173239 0.0173239 3332.97 3332.97 1 1 9814.79 9814.79 0 0 
1998 2 1 4 0 0 0.33 0.229403 0.559403 279163 213812 49049.1 31983 0.0207258 0.0207258 662.874 662.874 1 1 5785.88 5785.88 0 0 
1999 1 1 1 0 0 0.73 0.489428 1.21943 3.07515e+007 1.77686e+007 8.69646e+006 5.18218e+006 0.00735028 0.00735028 38090.5 38090.5 1 0.036 226032 8137.17 0 0 
1999 1 1 2 0 0 0.54 0.749604 1.2896 2.73437e+006 1.53642e+006 1.15171e+006 1.55357e+006 0.0100665 0.0100665 15638.9 15638.9 1 0.766 27525.4 21084.4 0 0 
1999 1 1 3 0 0 0.36 0.720402 1.0804 4.80039e+006 2.93488e+006 2.1143e+006 1.97927e+006 0.0141363 0.0141363 27979.7 27979.7 1 1 67859.9 67859.9 0 0 
1999 1 1 4 0 0 0.33 0.720402 1.0504 473795 293281 211280 421461 0.026348 0.026348 11104.7 11104.7 1 1 12483.6 12483.6 0 0 
1999 2 1 0 0 0 1.04 0.142355 1.18235 1.21155e+008 7.10566e+007 1.01153e+007 6.4435e+006 0.00866435 0.00866435 55828.7 55828.7 1 0 1.04973e+006 0 0 0 
1999 2 1 1 0 0 0.58 0.217839 0.797839 9.08397e+006 6.25872e+006 1.3634e+006 1.83535e+006 0.0145334 0.0145334 26673.8 26673.8 1 0.036 132021 4752.76 0 0 
1999 2 1 2 0 0 0.47 0.333641 0.803641 752989 517493 172657 118026 0.0194472 0.0194472 2295.28 2295.28 1 0.766 14643.6 11217 0 0 
1999 2 1 3 0 0 0.33 0.320644 0.650644 1.62954e+006 1.19788e+006 384092 400916 0.0210585 0.0210585 8442.68 8442.68 1 1 34315.5 34315.5 0 0 
1999 2 1 4 0 0 0.3 0.320644 0.620644 165732 123476 39591.9 169073 0.030749 0.030749 5198.83 5198.83 1 1 5096.09 5096.09 0 0 
2000 1 1 1 0 0 0.8 0.617277 1.41728 3.71407e+007 1.98541e+007 1.22555e+007 1.87928e+007 0.00686652 0.00686652 129041 129041 1 0.036 255028 9180.99 0 0 
2000 1 1 2 0 0 0.61 0.945417 1.55542 4.09052e+006 2.07469e+006 1.96145e+006 3.28627e+006 0.0105228 0.0105228 34580.6 34580.6 1 0.766 43043.6 32971.4 0 0 
2000 1 1 3 0 0 0.42 0.908587 1.32859 337110 186534 169482 541129 0.0152704 0.0152704 8263.25 8263.25 1 1 5147.8 5147.8 0 0 
2000 1 1 4 0 0 0.39 0.908587 1.29859 939242 525884 477812 533035 0.0204507 0.0204507 10900.9 10900.9 1 1 19208.1 19208.1 0 0 
2000 2 1 0 0 0 1.12 0.00374998 1.12375 1.31742e+008 7.91266e+007 296723 0 0.00518988 0.00518988 0 0 1 0 683727 0 0 0 
2000 2 1 1 0 0 0.65 0.00573842 0.655738 9.00192e+006 6.60232e+006 37886.9 343747 0.0108453 0.0108453 3728.05 3728.05 1 0.036 97628.8 3514.64 0 0 
2000 2 1 2 0 0 0.55 0.00878893 0.558789 863514 661555 5814.36 3749 0.0173743 0.0173743 65.1362 65.1362 1 0.766 15002.9 11492.3 0 0 
2000 2 1 3 0 0 0.39 0.00844654 0.398447 89284 73641.2 622.014 1421 0.023737 0.023737 33.7302 33.7302 1 1 2119.33 2119.33 0 0 
2000 2 1 4 0 0 0.37 0.00844654 0.378447 256335 213412 1802.59 8735 0.0256454 0.0256454 224.013 224.013 1 1 6573.82 6573.82 0 0 
2001 1 1 1 0 0 0.82 0.257377 1.07738 4.2824e+007 2.62146e+007 6.74702e+006 5.32714e+006 0.00681582 0.00681582 36308.8 36308.8 1 0.036 291881 10507.7 0 0 
2001 1 1 2 0 0 0.66 0.394196 1.0542 4.67252e+006 2.88777e+006 1.13835e+006 991940 0.0136568 0.0136568 13546.7 13546.7 1 0.766 63811.8 48879.8 0 0 
2001 1 1 3 0 0 0.49 0.37884 0.86884 493845 329989 125013 163012 0.0178215 0.0178215 2905.11 2905.11 1 1 8801.04 8801.04 0 0 
2001 1 1 4 0 0 0.45 0.37884 0.82884 235512 160101 60652.6 160096 0.0232335 0.0232335 3719.59 3719.59 1 1 5471.78 5471.78 0 0 
2001 2 1 0 0 0 1.19 0.147547 1.33755 1.23974e+008 6.83582e+007 1.00861e+007 1.82627e+007 0.00555258 0.00555258 101405 101405 1 0 688376 0 0 0 
2001 2 1 1 0 0 0.78 0.225785 1.00578 1.4581e+007 9.19473e+006 2.07603e+006 3.96802e+006 0.00893764 0.00893764 35464.8 35464.8 1 0.036 130320 4691.53 0 0 
2001 2 1 2 0 0 0.67 0.345811 1.01581 1.62824e+006 1.02248e+006 353583 9186 0.0159635 0.0159635 146.641 146.641 1 0.766 25992.5 19910.3 0 0 
2001 2 1 3 0 0 0.51 0.332339 0.842339 207137 139994 46525.6 2437 0.0158855 0.0158855 38.713 38.713 1 1 3290.48 3290.48 0 0 
2001 2 1 4 0 0 0.49 0.332339 0.822339 102814 70089.5 23293.5 5818 0.0254591 0.0254591 148.121 148.121 1 1 2617.55 2617.55 0 0 
2002 1 1 1 0 0 0.84 0.383853 1.22385 3.25418e+007 1.87698e+007 7.20484e+006 9.07515e+006 0.00808755 0.00808755 73395.7 73395.7 1 0.036 263184 9474.61 0 0 
2002 1 1 2 0 0 0.72 0.587907 1.30791 5.33313e+006 2.97508e+006 1.74907e+006 2.6805e+006 0.0127178 0.0127178 34090.1 34090.1 1 0.766 67825.6 51954.4 0 0 
2002 1 1 3 0 0 0.58 0.565004 1.145 589602 351071 198356 387226 0.0146254 0.0146254 5663.34 5663.34 1 1 8623.17 8623.17 0 0 
2002 1 1 4 0 0 0.54 0.565004 1.105 134391 81338.7 45956.7 135214 0.0192277 0.0192277 2599.86 2599.86 1 1 2584.04 2584.04 0 0 
2002 2 1 0 0 0 1.22 0 1.22 3.09099e+007 1.78561e+007 0 0 0.00944091 0.00944091 0 0 1 0 291818 0 0 0 
2002 2 1 1 0 0 0.8 0 0.8 9.57038e+006 6.58767e+006 0 20983 0.0197288 0.0197288 413.969 413.969 1 0.036 188812 6797.23 0 0 
2002 2 1 2 0 0 0.67 0 0.67 1.442e+006 1.05092e+006 0 2940 0.0316056 0.0316056 92.9205 92.9205 1 0.766 45575.3 34910.7 0 0 
2002 2 1 3 0 0 0.63 0 0.63 187625 139202 0 972 0.04318 0.04318 41.9709 41.9709 1 1 8101.63 8101.63 0 0 
2002 2 1 4 0 0 0.61 0 0.61 44511.7 33321.7 0 0 0.0466516 0.0466516 0 0 1 1 2076.54 2076.54 0 0 
2003 1 1 1 0 0 0.83 0.190401 1.0204 9.12555e+006 5.71956e+006 1.08901e+006 939264 0.00530455 0.00530455 4982.37 4982.37 1 0.036 48406.9 1742.65 0 0 
2003 1 1 2 0 0 0.72 0.291617 1.01162 4.30025e+006 2.70512e+006 788859 807536 0.014609 0.014609 11797.3 11797.3 1 0.766 62822.2 48121.8 0 0 
